sider_stitch_flat_id,sider_drug_name,sider_pubchem_cid,sider_inchi_key,atc_codes,unique_side_effect_count,nearest_query_id,nearest_query_name,nearest_query_class,nearest_query_tanimoto,similarity_band
CID106433119,rivaroxaban,6433119,KGFYHTZWPPHNLQ-UHFFFAOYSA-N,B01AX06,113,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14678899082568808,structurally_distant_under_this_fingerprint
CID100064147,valganciclovir,64147,WPVFJKSGQUFQAP-GKAPJAKFSA-N,J05AB14,200,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14678899082568808,structurally_distant_under_this_fingerprint
CID102761171,ethionamide,2761171,AEOCXXJPGCBFJA-UHFFFAOYSA-N,J04AD03,38,CHEMBL1232461,MOLIBRESIB,network_candidate,0.14666666666666667,structurally_distant_under_this_fingerprint
CID100060183,perindopril,60183,IYNMDWMQHSMDDE-GYFKHDNESA-N,,183,CHEMBL1802814,CHEMBL1802814,network_candidate,0.14655172413793102,structurally_distant_under_this_fingerprint
CID100074989,atovaquone,74989,BSJMWHQBCZFXBR-UHFFFAOYSA-N,P01AX06,65,CHEMBL1232461,MOLIBRESIB,network_candidate,0.14634146341463414,structurally_distant_under_this_fingerprint
CID100005032,ephedrine,5032,KWGRBVOPPLSCSI-UHFFFAOYSA-N,R01AA03; R01AB05; R01BA02; R03CA02; S01FB02,47,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14634146341463414,structurally_distant_under_this_fingerprint
CID100007012,phenylbutyric,7012,OFJWFSNDPCAWDK-UHFFFAOYSA-N,,55,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14634146341463414,structurally_distant_under_this_fingerprint
CID106433101,tafluprost,6433101,WSNODXPBBALQOF-ZHDUIJGQSA-N,S01EE05,36,CHEMBL1802814,CHEMBL1802814,network_candidate,0.14634146341463414,structurally_distant_under_this_fingerprint
CID100003559,haloperidol,3559,LNEPOXFFQSENCJ-UHFFFAOYSA-N,N05AD01,152,CHEMBL1232461,MOLIBRESIB,network_candidate,0.14606741573033707,structurally_distant_under_this_fingerprint
CID109794842,tasimelteon,9794842,PTOIAAWZLUQTIO-GWCFXTLKSA-N,,6,CHEMBL1232461,MOLIBRESIB,network_candidate,0.14606741573033707,structurally_distant_under_this_fingerprint
CID100005468,tiaprofenic,5468,GUHPRPJDBZHYCJ-UHFFFAOYSA-N,M01AE11,84,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14606741573033707,structurally_distant_under_this_fingerprint
CID100005372,tacrolimus,5372,QJJXYPPXXYFBGM-UHFFFAOYSA-N,D11AH01; L04AD02,511,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.145985401459854,structurally_distant_under_this_fingerprint
CID103325225,ALX,3325225,QPZIXFGNLVEBKM-UHFFFAOYSA-N,H05AA03,40,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14583333333333334,structurally_distant_under_this_fingerprint
CID100004493,nilutamide,4493,XWXYUMMDTVBTOU-UHFFFAOYSA-N,L02BB02,80,CHEMBL1802973,CHEMBL1802973,network_candidate,0.14583333333333334,structurally_distant_under_this_fingerprint
CID100004506,nitrazepam,4506,KJONHKAYOJNZEC-UHFFFAOYSA-N,N05CD02,90,CHEMBL1802973,CHEMBL1802973,network_candidate,0.14583333333333334,structurally_distant_under_this_fingerprint
CID100005593,tropicamide,5593,BGDKAVGWHJFAGW-UHFFFAOYSA-N,S01FA06,36,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14583333333333334,structurally_distant_under_this_fingerprint
CID106433117,indacaterol,6433117,QZZUEBNBZAPZLX-UHFFFAOYSA-N,R03AC18,50,CHEMBL1802973,CHEMBL1802973,network_candidate,0.14563106796116504,structurally_distant_under_this_fingerprint
CID105381226,rifampicin,5381226,FZYOVNIOYYPUPY-ZTWDQPHTSA-N,J04AB02,93,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.14545454545454545,structurally_distant_under_this_fingerprint
CID100060953,capecitabine,60953,GAGWJHPBXLXJQN-UORFTKCHSA-N,L01BC06,427,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1452991452991453,structurally_distant_under_this_fingerprint
CID100004679,pantoprazole,4679,IQPSEEYGBUAQFF-UHFFFAOYSA-N,A02BC02,326,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1452991452991453,structurally_distant_under_this_fingerprint
CID100003268,estramustine,3268,ADFOJJHRTBFFOF-UHFFFAOYSA-N,,65,CHEMBL1802814,CHEMBL1802814,network_candidate,0.14516129032258066,structurally_distant_under_this_fingerprint
CID100003954,loperamide,3954,RDOIQAHITMMDAJ-UHFFFAOYSA-O,A07DA03,42,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.14516129032258066,structurally_distant_under_this_fingerprint
CID100060814,remifentanil,60814,WFBMIPUMYUHANP-UHFFFAOYSA-N,N01AH06,130,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.14516129032258066,structurally_distant_under_this_fingerprint
CID105360237,Paroven,5360237,IYVFNTXFRYQLRP-UHFFFAOYSA-N,,15,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1450381679389313,structurally_distant_under_this_fingerprint
CID100001690,doxorubicin,1690,AOJJSUZBOXZQNB-UHFFFAOYSA-O,L01DB01; L01DB03,453,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.14482758620689656,structurally_distant_under_this_fingerprint
CID124762228,Azarga,24762228,YPIMJBXEIGRISS-LARVRRBISA-N,,68,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.14465408805031446,structurally_distant_under_this_fingerprint
CID100002800,clomiphene,2800,GKIRPKYJQBWNGO-UHFFFAOYSA-N,G03GB02,203,CHEMBL1232461,MOLIBRESIB,network_candidate,0.14457831325301204,structurally_distant_under_this_fingerprint
CID100003278,ethacrynic,3278,AVOLMBLBETYQHX-UHFFFAOYSA-N,C03CC01,39,CHEMBL1232461,MOLIBRESIB,network_candidate,0.14457831325301204,structurally_distant_under_this_fingerprint
CID100219084,Gd-EOB-DTPA,219084,PCZHWPSNPWAQNF-LMOVPXPDSA-K,V08CA10,68,CHEMBL1232461,MOLIBRESIB,network_candidate,0.14444444444444443,structurally_distant_under_this_fingerprint
CID100185457,S-benzoylmercaptoacetyltriglycine,185457,VDPYMEBVIDZKMD-UHFFFAOYSA-N,,12,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14444444444444443,structurally_distant_under_this_fingerprint
CID100002576,carisoprodol,2576,OFZCIYFFPZCNJE-UHFFFAOYSA-N,M03BA02,26,CHEMBL1802973,CHEMBL1802973,network_candidate,0.14444444444444443,structurally_distant_under_this_fingerprint
CID100002719,chloroquine,2719,WHTVZRBIWZFKQO-UHFFFAOYSA-N,N06DX02; P01BA01,63,CHEMBL1232461,MOLIBRESIB,network_candidate,0.14444444444444443,structurally_distant_under_this_fingerprint
CID100034312,oxcarbazepine,34312,CTRLABGOLIVAIY-UHFFFAOYSA-N,N03AF02,275,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14444444444444443,structurally_distant_under_this_fingerprint
CID100208902,ramelteon,208902,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,N05CH02,20,CHEMBL1232461,MOLIBRESIB,network_candidate,0.14444444444444443,structurally_distant_under_this_fingerprint
CID100005503,tolazamide,5503,OUDSBRTVNLOZBN-UHFFFAOYSA-N,A10BB05,30,CHEMBL1802973,CHEMBL1802973,network_candidate,0.14444444444444443,structurally_distant_under_this_fingerprint
CID123690938,piroxicam,23690938,NXZIIQBUQPSNND-ZDCVYKBASA-M,M01AC01; M02AA07; S01BC06,154,CHEMBL3752910,CHEMBL3752910,network_candidate,0.14432989690721648,structurally_distant_under_this_fingerprint
CID100004934,propantheline,4934,VVWYOYDLCMFIEM-UHFFFAOYSA-N,A03AB05,35,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14432989690721648,structurally_distant_under_this_fingerprint
CID100004595,ondansetron,4595,FELGMEQIXOGIFQ-UHFFFAOYSA-N,A04AA01,119,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14423076923076922,structurally_distant_under_this_fingerprint
CID100000699,Oestrogen,699,JKKFKPJIXZFSSB-UHFFFAOYSA-N,,126,CHEMBL1802814,CHEMBL1802814,network_candidate,0.14414414414414414,structurally_distant_under_this_fingerprint
CID100004140,methylergometrine,4140,UNBRKDKAWYKMIV-UHFFFAOYSA-N,G02AB01,38,CHEMBL1802973,CHEMBL1802973,network_candidate,0.14414414414414414,structurally_distant_under_this_fingerprint
CID100005595,tropisetron,5595,ZNRGQMMCGHDTEI-UHFFFAOYSA-N,A04AA03,34,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1440677966101695,structurally_distant_under_this_fingerprint
CID110324367,boceprevir,10324367,LHHCSNFAOIFYRV-DOVBMPENSA-N,,296,CHEMBL1802973,CHEMBL1802973,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100002563,carbidopa,2563,TZFNLOMSOLWIDK-UHFFFAOYSA-N,,123,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100002676,cerivastatin,2676,SEERZIQQUAZTOL-UHFFFAOYSA-N,C10AA06,110,CHEMBL1802814,CHEMBL1802814,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100003168,droperidol,3168,RMEDXOLNCUSCGS-UHFFFAOYSA-N,N01AX01; N05AD08,44,CHEMBL3752910,CHEMBL3752910,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100003345,fentanyl,3345,PJMPHNIQZUBGLI-UHFFFAOYSA-N,N01AH01; N02AB03,463,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100003380,flunitrazepam,3380,PPTYJKAXVCCBDU-UHFFFAOYSA-N,N05CD03,38,CHEMBL1232461,MOLIBRESIB,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100003461,gemcitabine,3461,SDUQYLNIPVEERB-UHFFFAOYSA-N,L01BC05,161,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100003746,ipratropium,3746,OEXHQOGQTVQTAT-UHFFFAOYSA-N,R01AX03; R03BB01,130,CHEMBL1802973,CHEMBL1802973,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100004992,mepyramine,4992,YECBIJXISLIIDS-UHFFFAOYSA-N,D04AA02; R06AC01,1,CHEMBL1232461,MOLIBRESIB,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100004095,methadone,4095,USSIQXCVUWKGNF-UHFFFAOYSA-N,N07BC02,102,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100004248,montelukast,4248,UCHDWCPVSPXUMX-UHFFFAOYSA-N,R03DC03,121,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100004623,oxiconazole,4623,QRJJEGAJXVEBNE-UHFFFAOYSA-N,D01AC11; G01AF17,11,CHEMBL1232461,MOLIBRESIB,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100060184,perindopril,60184,IPVQLZZIHOAWMC-YXMSTPNBSA-N,C09AA04,159,CHEMBL1802814,CHEMBL1802814,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100004935,proparacaine,4935,KCLANYCVBBTKTO-UHFFFAOYSA-N,S01HA04,11,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100005572,trihexyphenidyl,5572,HWHLPVGTWGOCJO-UHFFFAOYSA-N,N04AA01,38,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.14285714285714285,structurally_distant_under_this_fingerprint
CID106918313,vilazodone,6918313,RPZBRGFNBNQSOP-UHFFFAOYSA-N,,61,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14285714285714285,structurally_distant_under_this_fingerprint
CID100012559,erythromycin,12559,YAVZHCFFUATPRK-YZPBMOCRSA-N,,31,REF_PLITIDEPSIN,Plitidepsin,reference_ligand,0.14204545454545456,structurally_distant_under_this_fingerprint
CID100054454,simvastatin,54454,RYMZZMVNJRMUDD-HGQWONQESA-N,C10AA01,130,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1417910447761194,structurally_distant_under_this_fingerprint
CID100010660,dimenhydrinate,10660,NFLLKCVHYJRNRH-UHFFFAOYSA-N,,16,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.14173228346456693,structurally_distant_under_this_fingerprint
CID100163296,tipranavir,163296,ZBWMQTUSVWBMQE-KPHXKKTMSA-M,J05AE09,134,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14173228346456693,structurally_distant_under_this_fingerprint
CID100065856,reboxetine,65856,CBQGYUDMJHNJBX-OALUTQOASA-N,N06AX18,169,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.14166666666666666,structurally_distant_under_this_fingerprint
CID100122197,FP-CIT,122197,HXWLAJVUJSVENX-IFFAKLHKSA-N,V09AB03,17,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1415929203539823,structurally_distant_under_this_fingerprint
CID100002655,ceftizoxime,2655,NNULBSISHYWZJU-UHFFFAOYSA-N,J01DD07,42,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1415929203539823,structurally_distant_under_this_fingerprint
CID100002654,cephem,2654,UNJFKXSSGBWRBZ-UHFFFAOYSA-N,J01DD14,63,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1415929203539823,structurally_distant_under_this_fingerprint
CID109871419,ticagrelor,9871419,OEKWJQXRCDYSHL-FNOIDJSQSA-N,,119,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1415929203539823,structurally_distant_under_this_fingerprint
CID100064778,Meropenem,64778,FSTGLKRHSQANLP-PQTSNVLCSA-N,,113,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.14150943396226415,structurally_distant_under_this_fingerprint
CID100003938,lisuride,3938,BKRGVLQUQGGVSM-UHFFFAOYSA-N,G02CB02; N02CA07,61,CHEMBL3752910,CHEMBL3752910,network_candidate,0.14150943396226415,structurally_distant_under_this_fingerprint
CID100004724,penbutolol,4724,KQXKVJAGOJTNJS-UHFFFAOYSA-N,C07AA23,34,CHEMBL1802814,CHEMBL1802814,network_candidate,0.14150943396226415,structurally_distant_under_this_fingerprint
CID100002351,bepridil,2351,UIEATEWHFDRYRU-UHFFFAOYSA-N,C08EA02,69,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1414141414141414,structurally_distant_under_this_fingerprint
CID106918638,belinostat,6918638,NCNRHFGMJRPRSK-MDZDMXLPSA-N,,38,CHEMBL3752910,CHEMBL3752910,network_candidate,0.14130434782608695,structurally_distant_under_this_fingerprint
CID100003623,homatropine,3623,ZTVIKZXZYLEVOL-UHFFFAOYSA-N,S01FA05,50,CHEMBL1802973,CHEMBL1802973,network_candidate,0.14130434782608695,structurally_distant_under_this_fingerprint
CID100002801,clomipramine,2801,GDLIGKIOYRNHDA-UHFFFAOYSA-N,N06AA04,394,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1411764705882353,structurally_distant_under_this_fingerprint
CID106437075,Timentin,6437075,XWMVMWTVLSLJGY-FAJPTIRJSA-N,,27,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.1411042944785276,structurally_distant_under_this_fingerprint
CID100007187,benzoyl,7187,OMPJBNCRMGITSC-UHFFFAOYSA-N,D10AE01,17,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14102564102564102,structurally_distant_under_this_fingerprint
CID100147912,posaconazole,147912,RAGOYPUPXAKGKH-AGDNISCASA-N,J02AC04,398,CHEMBL1802814,CHEMBL1802814,network_candidate,0.14084507042253522,structurally_distant_under_this_fingerprint
CID116129690,ziconotide,16129690,BPKIMPVREBSLAJ-UHFFFAOYSA-N,N02BG08,147,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1404494382022472,structurally_distant_under_this_fingerprint
CID100060706,meropenem,60706,CTUAQTBUVLKNDJ-TXBRDXQXSA-N,J01DH02,139,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.14018691588785046,structurally_distant_under_this_fingerprint
CID100060146,tamsulosin,60146,ZZIZZTHXZRDOFM-RSAXXLAASA-N,G04CA02,102,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14018691588785046,structurally_distant_under_this_fingerprint
CID100004120,N-methylscopolamine,4120,LZCOQTDXKCNBEE-UHFFFAOYSA-N,A03BB03; S01FA03,27,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14,structurally_distant_under_this_fingerprint
CID100084003,ketorolac,84003,BWHLPLXXIDYSNW-UHFFFAOYSA-N,,276,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14,structurally_distant_under_this_fingerprint
CID100041684,nitazoxanide,41684,YQNQNVDNTFHQSW-UHFFFAOYSA-N,P01AX11,57,CHEMBL1802973,CHEMBL1802973,network_candidate,0.14,structurally_distant_under_this_fingerprint
CID103006171,rilpivirine,3006171,YIBOMRUWOWDFLG-UHFFFAOYSA-N,,64,CHEMBL3752910,CHEMBL3752910,network_candidate,0.14,structurally_distant_under_this_fingerprint
CID151508717,tenoxicam,51508717,WZWYJBNHTWCXIM-UHFFFAOYSA-M,M01AC02,63,CHEMBL3752910,CHEMBL3752910,network_candidate,0.14,structurally_distant_under_this_fingerprint
CID100004812,vitamin,4812,MBWXNTAXLNYFJB-UHFFFAOYSA-N,B02BA01,23,CHEMBL1802815,CHEMBL1802815,network_candidate,0.14,structurally_distant_under_this_fingerprint
CID100060726,bromfenac,60726,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,S01BC11,36,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13978494623655913,structurally_distant_under_this_fingerprint
CID100004768,phenoxybenzamine,4768,QZVCTJOXCFMACW-UHFFFAOYSA-N,C04AX02,9,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13978494623655913,structurally_distant_under_this_fingerprint
CID100005978,vincristine,5978,OGWKCGZFUXNPDA-XQKSVPLYSA-N,L01CA02,127,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13970588235294118,structurally_distant_under_this_fingerprint
CID100206527,L-Dmp,206527,MMIAUUPWJOPREH-NBLXOJGSSA-N,,402,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.13953488372093023,structurally_distant_under_this_fingerprint
CID100002631,cefotaxime,2631,GPRBEKHLDVQUJE-UHFFFAOYSA-M,J01DD01,58,CHEMBL1802814,CHEMBL1802814,network_candidate,0.13953488372093023,structurally_distant_under_this_fingerprint
CID100039860,nabilone,39860,GECBBEABIDMGGL-UHFFFAOYSA-N,A04AD11,138,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.13953488372093023,structurally_distant_under_this_fingerprint
CID100004923,proguanil,4923,SSOLNOMRVKKSON-UHFFFAOYSA-N,P01BB01,25,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13924050632911392,structurally_distant_under_this_fingerprint
CID100022258,hydrocodone,22258,LLPOLZWFYMWNKH-BMEPFDOTSA-N,R05DA03,74,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1391304347826087,structurally_distant_under_this_fingerprint
CID100219024,regadenoson,219024,LZPZPHGJDAGEJZ-AKAIJSEGSA-N,C01EB21,112,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1391304347826087,structurally_distant_under_this_fingerprint
CID100060867,levosimendan,60867,WHXMKTBCFHIYNQ-UHFFFAOYSA-N,C01CX08,24,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1388888888888889,structurally_distant_under_this_fingerprint
CID100003324,famciclovir,3324,GGXKWVWZWMLJEH-UHFFFAOYSA-N,J05AB09; S01AD07,78,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13861386138613863,structurally_distant_under_this_fingerprint
CID100005039,ranitidine,5039,VMXUWOKSQNHOCA-UHFFFAOYSA-N,A02BA02,94,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13861386138613863,structurally_distant_under_this_fingerprint
CID100005721,zanamivir,5721,ARAIBEBZBOPLMB-UHFFFAOYSA-N,J05AH01,66,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13861386138613863,structurally_distant_under_this_fingerprint
CID105487068,Mersyndol,5487068,UIEXGALYZIJPJA-IDOSJLLWSA-N,,96,CHEMBL1802814,CHEMBL1802814,network_candidate,0.13836477987421383,structurally_distant_under_this_fingerprint
CID100029089,chlorhexidine,29089,YZIYKJHYYHPJIB-UUPCJSQJSA-N,,21,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13829787234042554,structurally_distant_under_this_fingerprint
CID100214339,luliconazole,214339,YTAOBBFIOAEMLL-ZDUSSCGKSA-N,,4,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13829787234042554,structurally_distant_under_this_fingerprint
CID100054158,mebrofenin,54158,MHPZZZZLAQGTHT-UHFFFAOYSA-N,,5,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13829787234042554,structurally_distant_under_this_fingerprint
CID100004048,megestrol,4048,RQZAXGRLVPAYTJ-UHFFFAOYSA-N,,52,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13829787234042554,structurally_distant_under_this_fingerprint
CID100119607,valdecoxib,119607,LNPDTQAFDNKSHK-UHFFFAOYSA-N,M01AH03,281,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13829787234042554,structurally_distant_under_this_fingerprint
CID105479141,CGP,5479141,JMUHBNWAORSSBD-SHXJQDTLSA-N,L03AX15,138,CHEMBL1802814,CHEMBL1802814,network_candidate,0.13815789473684212,structurally_distant_under_this_fingerprint
CID100078032,Vallergan,78032,IGTHXMNRIKFVAW-LOLRQIBTSA-N,,46,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13793103448275862,structurally_distant_under_this_fingerprint
CID100047319,atracurium,47319,YXSLJKQTIDHPOT-UHFFFAOYSA-N,M03AC04,33,CHEMBL1802814,CHEMBL1802814,network_candidate,0.13793103448275862,structurally_distant_under_this_fingerprint
CID100003032,diclofenac,3032,DCOPUUMXTXDBNB-UHFFFAOYSA-M,D11AX18; M01AB05; M02AA15; S01BC03,357,CHEMBL3752910,CHEMBL3752910,network_candidate,0.13793103448275862,structurally_distant_under_this_fingerprint
CID109854489,fluticasone,9854489,XTULMSXFIHGYFS-VLSRWLAYSA-N,R01AD12,56,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.13793103448275862,structurally_distant_under_this_fingerprint
CID100003658,hydroxyzine,3658,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,N05BB01,14,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13793103448275862,structurally_distant_under_this_fingerprint
CID100003964,loxapine,3964,XJGVXQDUIWGIRW-UHFFFAOYSA-N,N05AH01,91,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13793103448275862,structurally_distant_under_this_fingerprint
CID100004635,oxycodone,4635,BRUQQQPBMZOVGD-UHFFFAOYSA-N,N02AA05,263,CHEMBL1802814,CHEMBL1802814,network_candidate,0.13793103448275862,structurally_distant_under_this_fingerprint
CID103086685,axitinib,3086685,RITAVMQDGBJQJZ-UHFFFAOYSA-N,,112,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13761467889908258,structurally_distant_under_this_fingerprint
CID110178705,besifloxacin,10178705,QFFGVLORLPOAEC-SNVBAGLBSA-N,,6,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13761467889908258,structurally_distant_under_this_fingerprint
CID100002617,cefazolin,2617,MLYYVTUWGNIJIB-UHFFFAOYSA-M,J01DB04,84,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13761467889908258,structurally_distant_under_this_fingerprint
CID144462760,dabrafenib,44462760,BFSMGDJOXZAERB-UHFFFAOYSA-N,,142,CHEMBL3752910,CHEMBL3752910,network_candidate,0.13761467889908258,structurally_distant_under_this_fingerprint
CID106323497,rifapentine,6323497,RISDZDVHYCURHD-QLWTZYDESA-N,J04AB05,202,REF_PLITIDEPSIN,Plitidepsin,reference_ligand,0.13756613756613756,structurally_distant_under_this_fingerprint
CID100002713,chlorhexidine,2713,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,A01AB03; B05CA02; D08AC02; D09AA12; R02AA05; S01AX09; S02AA09; S03AA04,53,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1375,structurally_distant_under_this_fingerprint
CID100003675,phenelzine,3675,RMUCZJUITONUFY-UHFFFAOYSA-N,N06AF03,65,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1375,structurally_distant_under_this_fingerprint
CID100004771,phentermine,4771,DHHVAGZRUROJKS-UHFFFAOYSA-N,A08AA01,42,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1375,structurally_distant_under_this_fingerprint
