stitch_flat_id,stitch_stereo_id,label_umls_id,placebo,frequency_description,frequency_lower,frequency_upper,meddra_concept_type,meddra_umls_id,side_effect_name,is_placebo,sider_version
CID100065370,CID000065370,C0010043,,infrequent,0.001,0.01,PT,C0010043,Ulcerative keratitis,FALSE,4.1
CID100065370,CID000065370,C0041976,,infrequent,0.001,0.01,PT,C0041976,Urethritis,FALSE,4.1
CID100065370,CID000065370,C0041976,,infrequent,0.001,0.01,PT,C1328337,Urethritis noninfective,FALSE,4.1
CID100065370,CID000065370,C0235639,,postmarketing,0,0.001,PT,C0235639,Urine abnormality,FALSE,4.1
CID100065370,CID000065370,C0235639,,postmarketing,0,0.001,PT,C0438142,Urine analysis abnormal,FALSE,4.1
CID100065370,CID000065370,C0015469,,infrequent,0.001,0.01,PT,C0919980,VIIth nerve paralysis,FALSE,4.1
CID100065370,CID000065370,C2979982,,frequent,0.01,1,PT,C2979982,Vaginal haemorrhage,FALSE,4.1
CID100065370,CID000065370,C0042267,,infrequent,0.001,0.01,PT,C0404521,Vaginal infection,FALSE,4.1
CID100065370,CID000065370,C0042267,,infrequent,0.001,0.01,PT,C0042267,Vaginal inflammation,FALSE,4.1
CID100065370,CID000065370,C0042345,,infrequent,0.001,0.01,PT,C0042345,Varicose vein,FALSE,4.1
CID100065370,CID000065370,C0043096,,infrequent,0.001,0.01,PT,C0043096,Weight decreased,FALSE,4.1
CID100065370,CID000065370,C0302314,,infrequent,0.001,0.01,PT,C0302314,Xanthoma,FALSE,4.1
CID100065628,CID000065628,C0000731,,0%,0,0,PT,C0000731,Abdominal distension,FALSE,4.1
CID100065628,CID000065628,C0232492,,0%,0,0,PT,C0232492,Abdominal pain upper,FALSE,4.1
CID100065628,CID000065628,C0002871,,19%,0.19,0.19,PT,C0002871,Anaemia,FALSE,4.1
CID100065628,CID000065628,C0002792,,postmarketing,0,0.001,PT,C0002792,Anaphylactic shock,FALSE,4.1
CID100065628,CID000065628,C0003862,,0%,0,0,PT,C0003862,Arthralgia,FALSE,4.1
CID100065628,CID000065628,C0004093,,0%,0,0,PT,C0004093,Asthenia,FALSE,4.1
CID100065628,CID000065628,C0004093,,4.2%,0.041958,0.041958,PT,C0004093,Asthenia,FALSE,4.1
CID100065628,CID000065628,C0004093,,8.5%,0.0849673,0.0849673,PT,C0004093,Asthenia,FALSE,4.1
CID100065628,CID000065628,C0015672,,0%,0,0,PT,C0004093,Asthenia,FALSE,4.1
CID100065628,CID000065628,C0015672,,1.31%,0.0130719,0.0130719,PT,C0004093,Asthenia,FALSE,4.1
CID100065628,CID000065628,C0015672,,11%,0.11,0.11,PT,C0004093,Asthenia,FALSE,4.1
CID100065628,CID000065628,C0015672,,5.59%,0.0559441,0.0559441,PT,C0004093,Asthenia,FALSE,4.1
CID100065628,CID000065628,C0015672,,57%,0.57,0.57,PT,C0004093,Asthenia,FALSE,4.1
CID100065628,CID000065628,C0015672,,9.15%,0.0915033,0.0915033,PT,C0004093,Asthenia,FALSE,4.1
CID100065628,CID000065628,C0151578,,2%,0.02,0.02,PT,C0235431,Blood creatinine increased,FALSE,4.1
CID100065628,CID000065628,C0740394,,0%,0,0,PT,C0235416,Blood uric acid increased,FALSE,4.1
CID100065628,CID000065628,C0740394,,1.4%,0.013986,0.013986,PT,C0235416,Blood uric acid increased,FALSE,4.1
CID100065628,CID000065628,C0740394,,1.96%,0.0196078,0.0196078,PT,C0235416,Blood uric acid increased,FALSE,4.1
CID100065628,CID000065628,C0740394,,7.19%,0.0718954,0.0718954,PT,C0235416,Blood uric acid increased,FALSE,4.1
CID100065628,CID000065628,C0015967,,1%,0.01,0.01,PT,C0015967,Body temperature increased,FALSE,4.1
CID100065628,CID000065628,C0015967,,1.4%,0.013986,0.013986,PT,C0015967,Body temperature increased,FALSE,4.1
CID100065628,CID000065628,C0015967,,23.5%,0.235294,0.235294,PT,C0015967,Body temperature increased,FALSE,4.1
CID100065628,CID000065628,C0015967,,24%,0.24,0.24,PT,C0015967,Body temperature increased,FALSE,4.1
CID100065628,CID000065628,C0015967,,3.92%,0.0392157,0.0392157,PT,C0015967,Body temperature increased,FALSE,4.1
CID100065628,CID000065628,C0015967,,34%,0.34,0.34,PT,C0015967,Body temperature increased,FALSE,4.1
CID100065628,CID000065628,C0015967,,5.59%,0.0559441,0.0559441,PT,C0015967,Body temperature increased,FALSE,4.1
CID100065628,CID000065628,C0151825,,0%,0,0,PT,C0151825,Bone pain,FALSE,4.1
CID100065628,CID000065628,C0949103,,0%,0,0,PT,C0949103,Catheter site pain,FALSE,4.1
CID100065628,CID000065628,C0085593,,0%,0,0,PT,C0085593,Chills,FALSE,4.1
CID100065628,CID000065628,C0085593,,0.699%,0.00699301,0.00699301,PT,C0085593,Chills,FALSE,4.1
CID100065628,CID000065628,C0085593,,5.88%,0.0588235,0.0588235,PT,C0085593,Chills,FALSE,4.1
CID100065628,CID000065628,C0010200,,0.654%,0.00653595,0.00653595,PT,C0010200,Cough,FALSE,4.1
CID100065628,CID000065628,C0010200,,0.699%,0.00699301,0.00699301,PT,C0010200,Cough,FALSE,4.1
CID100065628,CID000065628,C0010200,,3.92%,0.0392157,0.0392157,PT,C0010200,Cough,FALSE,4.1
CID100065628,CID000065628,C0010200,,4.9%,0.048951,0.048951,PT,C0010200,Cough,FALSE,4.1
CID100065628,CID000065628,C0011570,,0%,0,0,PT,C0011570,Depression,FALSE,4.1
CID100065628,CID000065628,C0015230,,2.1%,0.020979,0.020979,PT,C0011603,Dermatitis,FALSE,4.1
CID100065628,CID000065628,C0015230,,2.61%,0.0261438,0.0261438,PT,C0011603,Dermatitis,FALSE,4.1
CID100065628,CID000065628,C0015230,,4.9%,0.048951,0.048951,PT,C0011603,Dermatitis,FALSE,4.1
CID100065628,CID000065628,C0015230,,7.84%,0.0784314,0.0784314,PT,C0011603,Dermatitis,FALSE,4.1
CID100065628,CID000065628,C0011991,,0%,0,0,PT,C0011991,Diarrhoea,FALSE,4.1
CID100065628,CID000065628,C0011991,,1.31%,0.0130719,0.0130719,PT,C0011991,Diarrhoea,FALSE,4.1
CID100065628,CID000065628,C0011991,,3.5%,0.034965,0.034965,PT,C0011991,Diarrhoea,FALSE,4.1
CID100065628,CID000065628,C0011991,,37%,0.37,0.37,PT,C0011991,Diarrhoea,FALSE,4.1
CID100065628,CID000065628,C0011991,,9.15%,0.0915033,0.0915033,PT,C0011991,Diarrhoea,FALSE,4.1
CID100065628,CID000065628,C0012833,,0%,0,0,PT,C0012833,Dizziness,FALSE,4.1
CID100065628,CID000065628,C0151908,,0%,0,0,PT,C0151908,Dry skin,FALSE,4.1
CID100065628,CID000065628,C0013378,,0%,0,0,PT,C0013378,Dysgeusia,FALSE,4.1
CID100065628,CID000065628,C0013395,,0%,0,0,PT,C0013395,Dyspepsia,FALSE,4.1
CID100065628,CID000065628,C0015672,,0%,0,0,PT,C0015672,Fatigue,FALSE,4.1
CID100065628,CID000065628,C0015672,,1.31%,0.0130719,0.0130719,PT,C0015672,Fatigue,FALSE,4.1
CID100065628,CID000065628,C0015672,,11%,0.11,0.11,PT,C0015672,Fatigue,FALSE,4.1
CID100065628,CID000065628,C0015672,,5.59%,0.0559441,0.0559441,PT,C0015672,Fatigue,FALSE,4.1
CID100065628,CID000065628,C0015672,,57%,0.57,0.57,PT,C0015672,Fatigue,FALSE,4.1
CID100065628,CID000065628,C0015672,,9.15%,0.0915033,0.0915033,PT,C0015672,Fatigue,FALSE,4.1
CID100065628,CID000065628,C0746883,,6%,0.06,0.06,PT,C0746883,Febrile neutropenia,FALSE,4.1
CID100065628,CID000065628,C0017168,,0%,0,0,PT,C0017168,Gastrooesophageal reflux disease,FALSE,4.1
CID100065628,CID000065628,C0162119,,11%,0.11,0.11,PT,C0162119,Haemoglobin decreased,FALSE,4.1
CID100065628,CID000065628,C0162119,,13.3%,0.133333,0.133333,PT,C0162119,Haemoglobin decreased,FALSE,4.1
CID100065628,CID000065628,C0162119,,8.51%,0.0851064,0.0851064,PT,C0162119,Haemoglobin decreased,FALSE,4.1
CID100065628,CID000065628,C0162119,,81.6%,0.815603,0.815603,PT,C0162119,Haemoglobin decreased,FALSE,4.1
CID100065628,CID000065628,C0162119,,88%,0.88,0.88,PT,C0162119,Haemoglobin decreased,FALSE,4.1
CID100065628,CID000065628,C0162119,,89.3%,0.893333,0.893333,PT,C0162119,Haemoglobin decreased,FALSE,4.1
CID100065628,CID000065628,C0018681,,0%,0,0,PT,C0018681,Headache,FALSE,4.1
CID100065628,CID000065628,C0019348,,0%,0,0,PT,C0019348,Herpes simplex,FALSE,4.1
CID100065628,CID000065628,C0019348,,3.27%,0.0326797,0.0326797,PT,C0019348,Herpes simplex,FALSE,4.1
CID100065628,CID000065628,C0019348,,4.9%,0.048951,0.048951,PT,C0019348,Herpes simplex,FALSE,4.1
CID100065628,CID000065628,C0020456,,3%,0.03,0.03,PT,C0020456,Hyperglycaemia,FALSE,4.1
CID100065628,CID000065628,C0020458,,0%,0,0,PT,C0020458,Hyperhidrosis,FALSE,4.1
CID100065628,CID000065628,C0020517,,0%,0,0,PT,C0020517,Hypersensitivity,FALSE,4.1
CID100065628,CID000065628,C0020517,,1.31%,0.0130719,0.0130719,PT,C0020517,Hypersensitivity,FALSE,4.1
CID100065628,CID000065628,C0020517,,2%,0.02,0.02,PT,C0020517,Hypersensitivity,FALSE,4.1
CID100065628,CID000065628,C0020517,,2.1%,0.020979,0.020979,PT,C0020517,Hypersensitivity,FALSE,4.1
CID100065628,CID000065628,C0020517,,4.58%,0.0457516,0.0457516,PT,C0020517,Hypersensitivity,FALSE,4.1
CID100065628,CID000065628,C0740394,,0%,0,0,PT,C0740394,Hyperuricaemia,FALSE,4.1
CID100065628,CID000065628,C0740394,,1.4%,0.013986,0.013986,PT,C0740394,Hyperuricaemia,FALSE,4.1
CID100065628,CID000065628,C0740394,,1.96%,0.0196078,0.0196078,PT,C0740394,Hyperuricaemia,FALSE,4.1
CID100065628,CID000065628,C0740394,,7.19%,0.0718954,0.0718954,PT,C0740394,Hyperuricaemia,FALSE,4.1
CID100065628,CID000065628,C0020598,,2%,0.02,0.02,PT,C0020598,Hypocalcaemia,FALSE,4.1
CID100065628,CID000065628,C0020625,,2%,0.02,0.02,PT,C0020625,Hyponatraemia,FALSE,4.1
CID100065628,CID000065628,C0009450,,0.699%,0.00699301,0.00699301,PT,C0009450,Infection,FALSE,4.1
CID100065628,CID000065628,C0009450,,1.96%,0.0196078,0.0196078,PT,C0009450,Infection,FALSE,4.1
CID100065628,CID000065628,C0009450,,5.88%,0.0588235,0.0588235,PT,C0009450,Infection,FALSE,4.1
CID100065628,CID000065628,C1096035,,0%,0,0,PT,C1096035,Infusion site pain,FALSE,4.1
CID100065628,CID000065628,C0917801,,0%,0,0,PT,C0917801,Insomnia,FALSE,4.1
CID100065628,CID000065628,C0023530,,18%,0.18,0.18,PT,C0023530,Leukopenia,FALSE,4.1
CID100065628,CID000065628,C0853986,,19.1%,0.191489,0.191489,PT,C0853986,Lymphocyte count decreased,FALSE,4.1
CID100065628,CID000065628,C0853986,,4.26%,0.0425532,0.0425532,PT,C0853986,Lymphocyte count decreased,FALSE,4.1
CID100065628,CID000065628,C0853986,,46.7%,0.466667,0.466667,PT,C0853986,Lymphocyte count decreased,FALSE,4.1
CID100065628,CID000065628,C0853986,,68%,0.68,0.68,PT,C0853986,Lymphocyte count decreased,FALSE,4.1
CID100065628,CID000065628,C0853986,,94%,0.94,0.94,PT,C0853986,Lymphocyte count decreased,FALSE,4.1
CID100065628,CID000065628,C0853986,,99%,0.99,0.99,PT,C0853986,Lymphocyte count decreased,FALSE,4.1
CID100065628,CID000065628,C0003862,,0%,0,0,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1
CID100065628,CID000065628,C0027424,,0%,0,0,PT,C0027424,Nasal congestion,FALSE,4.1
CID100065628,CID000065628,C0027441,,0%,0,0,PT,C0027441,Nasopharyngitis,FALSE,4.1
CID100065628,CID000065628,C0027441,,6.54%,0.0653595,0.0653595,PT,C0027441,Nasopharyngitis,FALSE,4.1
CID100065628,CID000065628,C0027441,,8.39%,0.0839161,0.0839161,PT,C0027441,Nasopharyngitis,FALSE,4.1
CID100065628,CID000065628,C0027497,,0.654%,0.00653595,0.00653595,PT,C0027497,Nausea,FALSE,4.1
CID100065628,CID000065628,C0027497,,0.699%,0.00699301,0.00699301,PT,C0027497,Nausea,FALSE,4.1
CID100065628,CID000065628,C0027497,,14.7%,0.146853,0.146853,PT,C0027497,Nausea,FALSE,4.1
CID100065628,CID000065628,C0027497,,20%,0.2,0.2,PT,C0027497,Nausea,FALSE,4.1
CID100065628,CID000065628,C0027497,,20.3%,0.202614,0.202614,PT,C0027497,Nausea,FALSE,4.1
CID100065628,CID000065628,C0027497,,75%,0.75,0.75,PT,C0027497,Nausea,FALSE,4.1
CID100065628,CID000065628,C0027947,,21.3%,0.212766,0.212766,PT,C0027947,Neutropenia,FALSE,4.1
CID100065628,CID000065628,C0027947,,28%,0.28,0.28,PT,C0027947,Neutropenia,FALSE,4.1
CID100065628,CID000065628,C0027947,,43.3%,0.433333,0.433333,PT,C0027947,Neutropenia,FALSE,4.1
CID100065628,CID000065628,C0027947,,60%,0.6,0.6,PT,C0027947,Neutropenia,FALSE,4.1
CID100065628,CID000065628,C0027947,,61%,0.609929,0.609929,PT,C0027947,Neutropenia,FALSE,4.1
CID100065628,CID000065628,C0027947,,75.3%,0.753333,0.753333,PT,C0027947,Neutropenia,FALSE,4.1
CID100065628,CID000065628,C0027947,,86%,0.86,0.86,PT,C0027947,Neutropenia,FALSE,4.1
CID100065628,CID000065628,C0028081,,0%,0,0,PT,C0028081,Night sweats,FALSE,4.1
CID100065628,CID000065628,C0030193,,0%,0,0,PT,C0030193,Pain,FALSE,4.1
CID100065628,CID000065628,C0030193,,postmarketing,0,0.001,PT,C0030193,Pain,FALSE,4.1
CID100065628,CID000065628,C0031542,,postmarketing,0,0.001,PT,C0031542,Phlebitis,FALSE,4.1
CID100065628,CID000065628,C0392386,,10.7%,0.106667,0.106667,PT,C0392386,Platelet count decreased,FALSE,4.1
CID100065628,CID000065628,C0392386,,25%,0.25,0.25,PT,C0392386,Platelet count decreased,FALSE,4.1
CID100065628,CID000065628,C0392386,,77.3%,0.773333,0.773333,PT,C0392386,Platelet count decreased,FALSE,4.1
CID100065628,CID000065628,C0392386,,78%,0.780142,0.780142,PT,C0392386,Platelet count decreased,FALSE,4.1
CID100065628,CID000065628,C0392386,,86%,0.86,0.86,PT,C0392386,Platelet count decreased,FALSE,4.1
CID100065628,CID000065628,C0392386,,9.93%,0.0992908,0.0992908,PT,C0392386,Platelet count decreased,FALSE,4.1
CID100065628,CID000065628,C1535939,,postmarketing,0,0.001,PT,C1535939,Pneumocystis jirovecii pneumonia,FALSE,4.1
CID100065628,CID000065628,C0032285,,postmarketing,0,0.001,PT,C0032285,Pneumonia,FALSE,4.1
CID100065628,CID000065628,C0033774,,0%,0,0,PT,C0033774,Pruritus,FALSE,4.1
CID100065628,CID000065628,C0033774,,1.4%,0.013986,0.013986,PT,C0033774,Pruritus,FALSE,4.1
CID100065628,CID000065628,C0033774,,5.23%,0.0522876,0.0522876,PT,C0033774,Pruritus,FALSE,4.1
CID100065628,CID000065628,C0033774,,postmarketing,0,0.001,PT,C0033774,Pruritus,FALSE,4.1
CID100065628,CID000065628,C0015230,,2.1%,0.020979,0.020979,PT,C0015230,Rash,FALSE,4.1
CID100065628,CID000065628,C0015230,,2.61%,0.0261438,0.0261438,PT,C0015230,Rash,FALSE,4.1
CID100065628,CID000065628,C0015230,,4.9%,0.048951,0.048951,PT,C0015230,Rash,FALSE,4.1
CID100065628,CID000065628,C0015230,,7.84%,0.0784314,0.0784314,PT,C0015230,Rash,FALSE,4.1
CID100065628,CID000065628,C0037199,,0%,0,0,PT,C0037199,Sinusitis,FALSE,4.1
CID100065628,CID000065628,C0038999,,postmarketing,0,0.001,PT,C0038999,Swelling,FALSE,4.1
CID100065628,CID000065628,C0039231,,0%,0,0,PT,C0039231,Tachycardia,FALSE,4.1
CID100065628,CID000065628,C0040034,,23%,0.23,0.23,PT,C0040034,Thrombocytopenia,FALSE,4.1
CID100065628,CID000065628,C0041912,,0%,0,0,PT,C0041912,Upper respiratory tract infection,FALSE,4.1
CID100065628,CID000065628,C0042963,,0%,0,0,PT,C0042963,Vomiting,FALSE,4.1
CID100065628,CID000065628,C0042963,,0.654%,0.00653595,0.00653595,PT,C0042963,Vomiting,FALSE,4.1
CID100065628,CID000065628,C0042963,,15.7%,0.156863,0.156863,PT,C0042963,Vomiting,FALSE,4.1
CID100065628,CID000065628,C0042963,,16%,0.16,0.16,PT,C0042963,Vomiting,FALSE,4.1
CID100065628,CID000065628,C0042963,,40%,0.4,0.4,PT,C0042963,Vomiting,FALSE,4.1
CID100065628,CID000065628,C0042963,,6.29%,0.0629371,0.0629371,PT,C0042963,Vomiting,FALSE,4.1
CID100065628,CID000065628,C0043096,,0%,0,0,PT,C0043096,Weight decreased,FALSE,4.1
CID100065628,CID000065628,C0043096,,3.5%,0.034965,0.034965,PT,C0043096,Weight decreased,FALSE,4.1
CID100065628,CID000065628,C0043096,,7.19%,0.0718954,0.0718954,PT,C0043096,Weight decreased,FALSE,4.1
CID100065628,CID000065628,C0043144,,0%,0,0,PT,C0043144,Wheezing,FALSE,4.1
CID100065628,CID000065628,C0750394,,18.4%,0.184397,0.184397,PT,C0750394,White blood cell count decreased,FALSE,4.1
CID100065628,CID000065628,C0750394,,2.84%,0.0283688,0.0283688,PT,C0750394,White blood cell count decreased,FALSE,4.1
CID100065628,CID000065628,C0750394,,28%,0.28,0.28,PT,C0750394,White blood cell count decreased,FALSE,4.1
CID100065628,CID000065628,C0750394,,56%,0.56,0.56,PT,C0750394,White blood cell count decreased,FALSE,4.1
CID100065628,CID000065628,C0750394,,61.3%,0.613333,0.613333,PT,C0750394,White blood cell count decreased,FALSE,4.1
CID100065628,CID000065628,C0750394,,94%,0.94,0.94,PT,C0750394,White blood cell count decreased,FALSE,4.1
CID100065840,CID000065840,C0232487,,common,0.01,1,PT,C0232487,Abdominal discomfort,FALSE,4.1
CID100065840,CID000065840,C0000731,,common,0.01,1,PT,C0000731,Abdominal distension,FALSE,4.1
CID100065840,CID000065840,C0000737,,common,0.01,1,PT,C0000737,Abdominal pain,FALSE,4.1
CID100065840,CID000065840,C0003862,,uncommon,0.001,0.01,PT,C0003862,Arthralgia,FALSE,4.1
CID100065840,CID000065840,C0004093,,uncommon,0.001,0.01,PT,C0004093,Asthenia,FALSE,4.1
CID100065840,CID000065840,C0004604,,uncommon,0.001,0.01,PT,C0004604,Back pain,FALSE,4.1
CID100065840,CID000065840,C0020557,,uncommon,0.001,0.01,PT,C0853692,Blood triglycerides increased,FALSE,4.1
CID100065840,CID000065840,C0006666,,rare,0,0.001,PT,C0006666,Calciphylaxis,FALSE,4.1
CID100065840,CID000065840,C0278008,,uncommon,0.001,0.01,PT,C0278008,Change of bowel habit,FALSE,4.1
CID100065840,CID000065840,C0009806,,common,0.01,1,PT,C0009806,Constipation,FALSE,4.1
CID100065840,CID000065840,C1956346,,rare,0,0.001,PT,C1956346,Coronary artery disease,FALSE,4.1
CID100065840,CID000065840,C0232462,,common,0.01,1,PT,C0232462,Decreased appetite,FALSE,4.1
CID100065840,CID000065840,C0015230,,uncommon,0.001,0.01,PT,C0011603,Dermatitis,FALSE,4.1
CID100065840,CID000065840,C0011615,,rare,0,0.001,PT,C0011615,Dermatitis atopic,FALSE,4.1
CID100065840,CID000065840,C0011991,,common,0.01,1,PT,C0011991,Diarrhoea,FALSE,4.1
CID100065840,CID000065840,C0012833,,uncommon,0.001,0.01,PT,C0012833,Dizziness,FALSE,4.1
CID100065840,CID000065840,C0043352,,uncommon,0.001,0.01,PT,C0043352,Dry mouth,FALSE,4.1
CID100065840,CID000065840,C0151908,,uncommon,0.001,0.01,PT,C0151908,Dry skin,FALSE,4.1
CID100065840,CID000065840,C0013378,,uncommon,0.001,0.01,PT,C0013378,Dysgeusia,FALSE,4.1
CID100065840,CID000065840,C0013395,,common,0.01,1,PT,C0013395,Dyspepsia,FALSE,4.1
CID100065840,CID000065840,C0011168,,uncommon,0.001,0.01,PT,C0011168,Dysphagia,FALSE,4.1
CID100065840,CID000065840,C0342579,,rare,0,0.001,PT,C0342579,Electrolyte imbalance,FALSE,4.1
CID100065840,CID000065840,C0016204,,common,0.01,1,PT,C0016204,Flatulence,FALSE,4.1
CID100065840,CID000065840,C0546817,,rare,0,0.001,PT,C0546817,Fluid overload,FALSE,4.1
CID100065840,CID000065840,C0016412,,uncommon,0.001,0.01,PT,C0016412,Folate deficiency,FALSE,4.1
CID100065840,CID000065840,C0017152,,common,0.01,1,PT,C0017152,Gastritis,FALSE,4.1
CID100065840,CID000065840,C0017181,,uncommon,0.001,0.01,PT,C0017181,Gastrointestinal haemorrhage,FALSE,4.1
CID100065840,CID000065840,C0000737,,common,0.01,1,PT,C0687713,Gastrointestinal pain,FALSE,4.1
CID100065840,CID000065840,C0018944,,uncommon,0.001,0.01,PT,C0018944,Haematoma,FALSE,4.1
CID100065840,CID000065840,C0018681,,uncommon,0.001,0.01,PT,C0018681,Headache,FALSE,4.1
CID100065840,CID000065840,C0235996,,uncommon,0.001,0.01,PT,C0235996,Hepatic enzyme increased,FALSE,4.1
CID100065840,CID000065840,C0020502,,uncommon,0.001,0.01,PT,C0020502,Hyperparathyroidism,FALSE,4.1
CID100065840,CID000065840,C0020557,,uncommon,0.001,0.01,PT,C0020557,Hypertriglyceridaemia,FALSE,4.1
CID100065840,CID000065840,C0020598,,common,0.01,1,PT,C0020598,Hypocalcaemia,FALSE,4.1
CID100065840,CID000065840,C0020649,,uncommon,0.001,0.01,PT,C0020649,Hypotension,FALSE,4.1
CID100065840,CID000065840,C0917801,,uncommon,0.001,0.01,PT,C0917801,Insomnia,FALSE,4.1
CID100065840,CID000065840,C0021843,,rare,0,0.001,PT,C0021843,Intestinal obstruction,FALSE,4.1
CID100065840,CID000065840,C0037763,,uncommon,0.001,0.01,PT,C0037763,Muscle spasms,FALSE,4.1
CID100065840,CID000065840,C0003862,,uncommon,0.001,0.01,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1
CID100065840,CID000065840,C0026858,,uncommon,0.001,0.01,PT,C0026858,Musculoskeletal pain,FALSE,4.1
CID100065840,CID000065840,C0027497,,common,0.01,1,PT,C0027497,Nausea,FALSE,4.1
CID100065840,CID000065840,C0014868,,uncommon,0.001,0.01,PT,C0014868,Oesophagitis,FALSE,4.1
CID100065840,CID000065840,C0030193,,uncommon,0.001,0.01,PT,C0030193,Pain,FALSE,4.1
CID100065840,CID000065840,C0085602,,uncommon,0.001,0.01,PT,C0085602,Polydipsia,FALSE,4.1
CID100065840,CID000065840,C0033774,,uncommon,0.001,0.01,PT,C0033774,Pruritus,FALSE,4.1
CID100065840,CID000065840,C0033860,,rare,0,0.001,PT,C0033860,Psoriasis,FALSE,4.1
CID100065840,CID000065840,C0015230,,uncommon,0.001,0.01,PT,C0015230,Rash,FALSE,4.1
CID100065840,CID000065840,C0040822,,uncommon,0.001,0.01,PT,C0040822,Tremor,FALSE,4.1
CID100065840,CID000065840,C0042109,,uncommon,0.001,0.01,PT,C0042109,Urticaria,FALSE,4.1
CID100065840,CID000065840,C0042880,,rare,0,0.001,PT,C0042880,Vitamin K deficiency,FALSE,4.1
CID100065840,CID000065840,C0042963,,common,0.01,1,PT,C0042963,Vomiting,FALSE,4.1
CID100065856,CID000065856,C0000737,,1.87%,0.0187,0.0187,PT,C0000737,Abdominal pain,FALSE,4.1
CID100065856,CID000065856,C0000737,placebo,2.23%,0.0223,0.0223,PT,C0000737,Abdominal pain,TRUE,4.1
CID100065856,CID000065856,C0152198,,2.36%,0.0236,0.0236,PT,C0152198,Accommodation disorder,FALSE,4.1
CID100065856,CID000065856,C0152198,placebo,1.12%,0.0112,0.0112,PT,C0152198,Accommodation disorder,TRUE,4.1
CID100065856,CID000065856,C0085631,,2.01%,0.0201,0.0201,PT,C0085631,Agitation,FALSE,4.1
CID100065856,CID000065856,C0085631,,postmarketing,0,0.001,PT,C0085631,Agitation,FALSE,4.1
CID100065856,CID000065856,C0085631,placebo,1.2%,0.012,0.012,PT,C0085631,Agitation,TRUE,4.1
CID100065856,CID000065856,C0392156,,1.11%,0.0111,0.0111,PT,C0392156,Akathisia,FALSE,4.1
CID100065856,CID000065856,C0392156,placebo,0.48%,0.0048,0.0048,PT,C0392156,Akathisia,TRUE,4.1
CID100065856,CID000065856,C0042373,,7%,0.07,0.07,PT,C0042373,Angiopathy,FALSE,4.1
CID100065856,CID000065856,C0042373,,postmarketing,0,0.001,PT,C0042373,Angiopathy,FALSE,4.1
CID100065856,CID000065856,C0042373,placebo,1.75%,0.0175,0.0175,PT,C0042373,Angiopathy,TRUE,4.1
CID100065856,CID000065856,C0003467,,4.44%,0.0444,0.0444,PT,C0003467,Anxiety,FALSE,4.1
CID100065856,CID000065856,C0003467,,postmarketing,0,0.001,PT,C0003467,Anxiety,FALSE,4.1
CID100065856,CID000065856,C0003467,placebo,3.59%,0.0359,0.0359,PT,C0003467,Anxiety,TRUE,4.1
CID100065856,CID000065856,C0006145,,6.65%,0.0665,0.0665,PT,C0006145,Breast disorder,FALSE,4.1
CID100065856,CID000065856,C0006145,,postmarketing,0,0.001,PT,C0006145,Breast disorder,FALSE,4.1
CID100065856,CID000065856,C0006145,placebo,1.35%,0.0135,0.0135,PT,C0006145,Breast disorder,TRUE,4.1
CID100065856,CID000065856,C0018799,,7.28%,0.0728,0.0728,PT,C0018799,Cardiac disorder,FALSE,4.1
CID100065856,CID000065856,C0018799,placebo,1.99%,0.0199,0.0199,PT,C0018799,Cardiac disorder,TRUE,4.1
CID100065856,CID000065856,C0085593,,2.43%,0.0243,0.0243,PT,C0085593,Chills,FALSE,4.1
CID100065856,CID000065856,C0085593,placebo,0.16%,0.0016,0.0016,PT,C0085593,Chills,TRUE,4.1
CID100065856,CID000065856,C0009806,,17.2%,0.1719,0.1719,PT,C0009806,Constipation,FALSE,4.1
CID100065856,CID000065856,C0009806,placebo,4.78%,0.0478,0.0478,PT,C0009806,Constipation,TRUE,4.1
CID100065856,CID000065856,C0232462,,6.17%,0.0617,0.0617,PT,C0232462,Decreased appetite,FALSE,4.1
CID100065856,CID000065856,C0232462,placebo,1.12%,0.0112,0.0112,PT,C0232462,Decreased appetite,TRUE,4.1
CID100065856,CID000065856,C0015230,,1.18%,0.0118,0.0118,PT,C0011603,Dermatitis,FALSE,4.1
CID100065856,CID000065856,C0015230,placebo,0.64%,0.0064,0.0064,PT,C0011603,Dermatitis,TRUE,4.1
CID100065856,CID000065856,C0011991,,1.73%,0.0173,0.0173,PT,C0011991,Diarrhoea,FALSE,4.1
CID100065856,CID000065856,C0011991,placebo,4.94%,0.0494,0.0494,PT,C0011991,Diarrhoea,TRUE,4.1
CID100065856,CID000065856,C0011124,,1.25%,0.0125,0.0125,PT,C0855242,Disturbance in sexual arousal,FALSE,4.1
CID100065856,CID000065856,C0011124,placebo,0.96%,0.0096,0.0096,PT,C0855242,Disturbance in sexual arousal,TRUE,4.1
CID100065856,CID000065856,C0012833,,9.49%,0.0949,0.0949,PT,C0012833,Dizziness,FALSE,4.1
CID100065856,CID000065856,C0012833,placebo,4.46%,0.0446,0.0446,PT,C0012833,Dizziness,TRUE,4.1
CID100065856,CID000065856,C0043352,,31.9%,0.3195,0.3195,PT,C0043352,Dry mouth,FALSE,4.1
CID100065856,CID000065856,C0043352,placebo,10.6%,0.106,0.106,PT,C0043352,Dry mouth,TRUE,4.1
