stitch_flat_id,stitch_stereo_id,label_umls_id,placebo,frequency_description,frequency_lower,frequency_upper,meddra_concept_type,meddra_umls_id,side_effect_name,is_placebo,sider_version
CID100000942,CID000089594,C0702166,,3%,0.03,0.03,PT,C0702166,Acne,FALSE,4.1
CID100000942,CID000089594,C0702166,placebo,0%,0,0,PT,C0702166,Acne,TRUE,4.1
CID100000942,CID000089594,C0702166,placebo,1%,0.01,0.01,PT,C0702166,Acne,TRUE,4.1
CID100000942,CID000089594,C0151505,placebo,17.6%,0.176,0.176,PT,C0151505,Application site reaction,TRUE,4.1
CID100000942,CID000089594,C0003862,,5%,0.05,0.05,PT,C0003862,Arthralgia,FALSE,4.1
CID100000942,CID000089594,C0003862,placebo,1%,0.01,0.01,PT,C0003862,Arthralgia,TRUE,4.1
CID100000942,CID000089594,C0004604,,6%,0.06,0.06,PT,C0004604,Back pain,FALSE,4.1
CID100000942,CID000089594,C0004604,placebo,4%,0.04,0.04,PT,C0004604,Back pain,TRUE,4.1
CID100000942,CID000089594,C0009676,,3%,0.03,0.03,PT,C0009676,Confusional state,FALSE,4.1
CID100000942,CID000089594,C0009676,placebo,3%,0.03,0.03,PT,C0009676,Confusional state,TRUE,4.1
CID100000942,CID000089594,C0015230,,1.9%,0.019,0.019,PT,C0011603,Dermatitis,FALSE,4.1
CID100000942,CID000089594,C0015230,placebo,1.2%,0.012,0.012,PT,C0011603,Dermatitis,TRUE,4.1
CID100000942,CID000089594,C0011991,,1.9%,0.019,0.019,PT,C0011991,Diarrhoea,FALSE,4.1
CID100000942,CID000089594,C0011991,placebo,1.6%,0.016,0.016,PT,C0011991,Diarrhoea,TRUE,4.1
CID100000942,CID000089594,C0012833,placebo,5.9%,0.059,0.059,PT,C0012833,Dizziness,TRUE,4.1
CID100000942,CID000089594,C0013378,,1.9%,0.019,0.019,PT,C0013378,Dysgeusia,FALSE,4.1
CID100000942,CID000089594,C0013378,placebo,1.6%,0.016,0.016,PT,C0013378,Dysgeusia,TRUE,4.1
CID100000942,CID000089594,C0013390,,3%,0.03,0.03,PT,C0013390,Dysmenorrhoea,FALSE,4.1
CID100000942,CID000089594,C0013390,placebo,0%,0,0,PT,C0013390,Dysmenorrhoea,TRUE,4.1
CID100000942,CID000089594,C0013390,placebo,8.8%,0.088,0.088,PT,C0013390,Dysmenorrhoea,TRUE,4.1
CID100000942,CID000089594,C0013395,,1.2%,0.012,0.012,PT,C0013395,Dyspepsia,FALSE,4.1
CID100000942,CID000089594,C0013395,placebo,2.4%,0.024,0.024,PT,C0013395,Dyspepsia,TRUE,4.1
CID100000942,CID000089594,C0018834,,1.2%,0.012,0.012,PT,C0013395,Dyspepsia,FALSE,4.1
CID100000942,CID000089594,C0018834,placebo,2.4%,0.024,0.024,PT,C0013395,Dyspepsia,TRUE,4.1
CID100000942,CID000089594,C0013404,,5%,0.05,0.05,PT,C0013404,Dyspnoea,FALSE,4.1
CID100000942,CID000089594,C0013404,placebo,6%,0.06,0.06,PT,C0013404,Dyspnoea,TRUE,4.1
CID100000942,CID000089594,C0009676,,3%,0.03,0.03,PT,C1443060,Feeling abnormal,FALSE,4.1
CID100000942,CID000089594,C0009676,placebo,3%,0.03,0.03,PT,C1443060,Feeling abnormal,TRUE,4.1
CID100000942,CID000089594,C0016204,,2.7%,0.027,0.027,PT,C0016204,Flatulence,FALSE,4.1
CID100000942,CID000089594,C0016204,,4%,0.04,0.04,PT,C0016204,Flatulence,FALSE,4.1
CID100000942,CID000089594,C0016204,placebo,2.4%,0.024,0.024,PT,C0016204,Flatulence,TRUE,4.1
CID100000942,CID000089594,C0016204,placebo,3%,0.03,0.03,PT,C0016204,Flatulence,TRUE,4.1
CID100000942,CID000089594,C0000737,,3%,0.03,0.03,PT,C0687713,Gastrointestinal pain,FALSE,4.1
CID100000942,CID000089594,C0000737,placebo,3%,0.03,0.03,PT,C0687713,Gastrointestinal pain,TRUE,4.1
CID100000942,CID000089594,C0018681,,18%,0.18,0.18,PT,C0018681,Headache,FALSE,4.1
CID100000942,CID000089594,C0018681,,3.3%,0.033,0.033,PT,C0018681,Headache,FALSE,4.1
CID100000942,CID000089594,C0018681,,5.4%,0.054,0.054,PT,C0018681,Headache,FALSE,4.1
CID100000942,CID000089594,C0018681,placebo,15%,0.15,0.15,PT,C0018681,Headache,TRUE,4.1
CID100000942,CID000089594,C0018681,placebo,29.2%,0.292,0.292,PT,C0018681,Headache,TRUE,4.1
CID100000942,CID000089594,C0018681,placebo,4%,0.04,0.04,PT,C0018681,Headache,TRUE,4.1
CID100000942,CID000089594,C0392171,placebo,8.4%,0.084,0.084,PT,C0521839,Influenza like illness,TRUE,4.1
CID100000942,CID000089594,C0917801,placebo,5.4%,0.054,0.054,PT,C0917801,Insomnia,TRUE,4.1
CID100000942,CID000089594,C0025345,,4%,0.04,0.04,PT,C0025345,Menstrual disorder,FALSE,4.1
CID100000942,CID000089594,C0025345,placebo,4%,0.04,0.04,PT,C0025345,Menstrual disorder,TRUE,4.1
CID100000942,CID000089594,C0149745,,1.6%,0.016,0.016,PT,C0149745,Mouth ulceration,FALSE,4.1
CID100000942,CID000089594,C0149745,placebo,0.4%,0.004,0.004,PT,C0149745,Mouth ulceration,TRUE,4.1
CID100000942,CID000089594,C0003862,,5%,0.05,0.05,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1
CID100000942,CID000089594,C0003862,placebo,1%,0.01,0.01,PT,C0948594,Musculoskeletal discomfort,TRUE,4.1
CID100000942,CID000089594,C0231528,,3%,0.03,0.03,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1
CID100000942,CID000089594,C0231528,,3.1%,0.031,0.031,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1
CID100000942,CID000089594,C0231528,placebo,3.1%,0.031,0.031,PT,C0948594,Musculoskeletal discomfort,TRUE,4.1
CID100000942,CID000089594,C0231528,placebo,4%,0.04,0.04,PT,C0948594,Musculoskeletal discomfort,TRUE,4.1
CID100000942,CID000089594,C0231528,placebo,4.1%,0.041,0.041,PT,C0948594,Musculoskeletal discomfort,TRUE,4.1
CID100000942,CID000089594,C0231528,,3%,0.03,0.03,PT,C0231528,Myalgia,FALSE,4.1
CID100000942,CID000089594,C0231528,,3.1%,0.031,0.031,PT,C0231528,Myalgia,FALSE,4.1
CID100000942,CID000089594,C0231528,placebo,3.1%,0.031,0.031,PT,C0231528,Myalgia,TRUE,4.1
CID100000942,CID000089594,C0231528,placebo,4%,0.04,0.04,PT,C0231528,Myalgia,TRUE,4.1
CID100000942,CID000089594,C0231528,placebo,4.1%,0.041,0.041,PT,C0231528,Myalgia,TRUE,4.1
CID100000942,CID000089594,C0027497,,2.4%,0.024,0.024,PT,C0027497,Nausea,FALSE,4.1
CID100000942,CID000089594,C0027497,,3.5%,0.035,0.035,PT,C0027497,Nausea,FALSE,4.1
CID100000942,CID000089594,C0027497,,5%,0.05,0.05,PT,C0027497,Nausea,FALSE,4.1
CID100000942,CID000089594,C0027497,placebo,4%,0.04,0.04,PT,C0027497,Nausea,TRUE,4.1
CID100000942,CID000089594,C0027497,placebo,4.6%,0.046,0.046,PT,C0027497,Nausea,TRUE,4.1
CID100000942,CID000089594,C0027497,placebo,5%,0.05,0.05,PT,C0027497,Nausea,TRUE,4.1
CID100000942,CID000089594,C0013604,,1.9%,0.019,0.019,PT,C0013604,Oedema,FALSE,4.1
CID100000942,CID000089594,C0013604,placebo,1.2%,0.012,0.012,PT,C0013604,Oedema,TRUE,4.1
CID100000942,CID000089594,C0030193,,2.1%,0.021,0.021,PT,C0030193,Pain,FALSE,4.1
CID100000942,CID000089594,C0030252,,4%,0.04,0.04,PT,C0030252,Palpitations,FALSE,4.1
CID100000942,CID000089594,C0030252,placebo,4%,0.04,0.04,PT,C0030252,Palpitations,TRUE,4.1
CID100000942,CID000089594,C2242996,,1.9%,0.019,0.019,PT,C0030554,Paraesthesia,FALSE,4.1
CID100000942,CID000089594,C2242996,placebo,1.2%,0.012,0.012,PT,C0030554,Paraesthesia,TRUE,4.1
CID100000942,CID000089594,C0033774,,1.9%,0.019,0.019,PT,C0033774,Pruritus,FALSE,4.1
CID100000942,CID000089594,C0033774,,2%,0.02,0.02,PT,C0033774,Pruritus,FALSE,4.1
CID100000942,CID000089594,C0033774,placebo,1.2%,0.012,0.012,PT,C0033774,Pruritus,TRUE,4.1
CID100000942,CID000089594,C0033774,placebo,3%,0.03,0.03,PT,C0033774,Pruritus,TRUE,4.1
CID100000942,CID000089594,C0015230,,1.9%,0.019,0.019,PT,C0015230,Rash,FALSE,4.1
CID100000942,CID000089594,C0015230,placebo,1.2%,0.012,0.012,PT,C0015230,Rash,TRUE,4.1
CID100000942,CID000089594,C0149745,,1.6%,0.016,0.016,PT,C0038362,Stomatitis,FALSE,4.1
CID100000942,CID000089594,C0149745,placebo,0.4%,0.004,0.004,PT,C0038362,Stomatitis,TRUE,4.1
CID100000942,CID000089594,C0040409,,1.2%,0.012,0.012,PT,C0040409,Tongue disorder,FALSE,4.1
CID100000942,CID000089594,C0040409,placebo,0.4%,0.004,0.004,PT,C0040409,Tongue disorder,TRUE,4.1
CID100000942,CID000089594,C0040435,,4%,0.04,0.04,PT,C0040435,Tooth disorder,FALSE,4.1
CID100000942,CID000089594,C0040435,placebo,1%,0.01,0.01,PT,C0040435,Tooth disorder,TRUE,4.1
CID100000942,CID000089594,C0042571,,3.1%,0.031,0.031,PT,C0042571,Vertigo,FALSE,4.1
CID100000942,CID000089594,C0042571,placebo,0.8%,0.008,0.008,PT,C0042571,Vertigo,TRUE,4.1
CID100001003,CID000001003,C1291077,,31%,0.31,0.31,PT,C0000731,Abdominal distension,FALSE,4.1
CID100001003,CID000001003,C1291077,,39%,0.39,0.39,PT,C0000731,Abdominal distension,FALSE,4.1
CID100001003,CID000001003,C1291077,,41%,0.41,0.41,PT,C0000731,Abdominal distension,FALSE,4.1
CID100001003,CID000001003,C0000737,,23%,0.23,0.23,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001003,CID000001003,C0000737,,24%,0.24,0.24,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001003,CID000001003,C0000737,,25%,0.25,0.25,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001003,CID000001003,C1291077,,31%,0.31,0.31,PT,C0016204,Flatulence,FALSE,4.1
CID100001003,CID000001003,C1291077,,39%,0.39,0.39,PT,C0016204,Flatulence,FALSE,4.1
CID100001003,CID000001003,C1291077,,41%,0.41,0.41,PT,C0016204,Flatulence,FALSE,4.1
CID100001003,CID000001003,C0000737,,23%,0.23,0.23,PT,C0687713,Gastrointestinal pain,FALSE,4.1
CID100001003,CID000001003,C0000737,,24%,0.24,0.24,PT,C0687713,Gastrointestinal pain,FALSE,4.1
CID100001003,CID000001003,C0000737,,25%,0.25,0.25,PT,C0687713,Gastrointestinal pain,FALSE,4.1
CID100001003,CID000001003,C0027497,,26%,0.26,0.26,PT,C0027497,Nausea,FALSE,4.1
CID100001003,CID000001003,C0027497,,30%,0.3,0.3,PT,C0027497,Nausea,FALSE,4.1
CID100001003,CID000001003,C0027497,,37%,0.37,0.37,PT,C0027497,Nausea,FALSE,4.1
CID100001003,CID000001003,C0042963,,10%,0.1,0.1,PT,C0042963,Vomiting,FALSE,4.1
CID100001003,CID000001003,C0042963,,4%,0.04,0.04,PT,C0042963,Vomiting,FALSE,4.1
CID100001003,CID000001003,C0042963,,9%,0.09,0.09,PT,C0042963,Vomiting,FALSE,4.1
CID100001065,CID000005768,C0548823,,22%,0.22,0.22,PT,C0232487,Abdominal discomfort,FALSE,4.1
CID100001065,CID000005768,C0548823,,55%,0.55,0.55,PT,C0232487,Abdominal discomfort,FALSE,4.1
CID100001065,CID000005768,C0002962,,14%,0.14,0.14,PT,C0002962,Angina pectoris,FALSE,4.1
CID100001065,CID000005768,C0002962,,6%,0.06,0.06,PT,C0002962,Angina pectoris,FALSE,4.1
CID100001065,CID000005768,C0003811,,3%,0.03,0.03,PT,C0003811,Arrhythmia,FALSE,4.1
CID100001065,CID000005768,C0004093,,13%,0.13,0.13,PT,C0004093,Asthenia,FALSE,4.1
CID100001065,CID000005768,C0004093,,2%,0.02,0.02,PT,C0004093,Asthenia,FALSE,4.1
CID100001065,CID000005768,C0004093,,5%,0.05,0.05,PT,C0004093,Asthenia,FALSE,4.1
CID100001065,CID000005768,C0015672,,17%,0.17,0.17,PT,C0004093,Asthenia,FALSE,4.1
CID100001065,CID000005768,C0015672,,7%,0.07,0.07,PT,C0004093,Asthenia,FALSE,4.1
CID100001065,CID000005768,C0015967,,5%,0.05,0.05,PT,C0015967,Body temperature increased,FALSE,4.1
CID100001065,CID000005768,C0917798,,2%,0.02,0.02,PT,C0917798,Cerebral ischaemia,FALSE,4.1
CID100001065,CID000005768,C0015230,,11%,0.11,0.11,PT,C0011603,Dermatitis,FALSE,4.1
CID100001065,CID000005768,C0015230,,5%,0.05,0.05,PT,C0011603,Dermatitis,FALSE,4.1
CID100001065,CID000005768,C0011991,,21%,0.21,0.21,PT,C0011991,Diarrhoea,FALSE,4.1
CID100001065,CID000005768,C0011991,,85%,0.85,0.85,PT,C0011991,Diarrhoea,FALSE,4.1
CID100001065,CID000005768,C0012833,,3%,0.03,0.03,PT,C0012833,Dizziness,FALSE,4.1
CID100001065,CID000005768,C0220870,,15%,0.15,0.15,PT,C0012833,Dizziness,FALSE,4.1
CID100001065,CID000005768,C0220870,,37%,0.37,0.37,PT,C0012833,Dizziness,FALSE,4.1
CID100001065,CID000005768,C0522055,,3%,0.03,0.03,PT,C0522055,Electrocardiogram abnormal,FALSE,4.1
CID100001065,CID000005768,C0015672,,17%,0.17,0.17,PT,C0015672,Fatigue,FALSE,4.1
CID100001065,CID000005768,C0015672,,7%,0.07,0.07,PT,C0015672,Fatigue,FALSE,4.1
CID100001065,CID000005768,C0018681,,18%,0.18,0.18,PT,C0018681,Headache,FALSE,4.1
CID100001065,CID000005768,C0018681,,3%,0.03,0.03,PT,C0018681,Headache,FALSE,4.1
CID100001065,CID000005768,C0018681,,7%,0.07,0.07,PT,C0018681,Headache,FALSE,4.1
CID100001065,CID000005768,C0027497,,3%,0.03,0.03,PT,C0027497,Nausea,FALSE,4.1
CID100001065,CID000005768,C0027769,,2%,0.02,0.02,PT,C0027769,Nervousness,FALSE,4.1
CID100001065,CID000005768,C0027769,,5%,0.05,0.05,PT,C0027769,Nervousness,FALSE,4.1
CID100001065,CID000005768,C0030193,,14%,0.14,0.14,PT,C0030193,Pain,FALSE,4.1
CID100001065,CID000005768,C0030193,,6%,0.06,0.06,PT,C0030193,Pain,FALSE,4.1
CID100001065,CID000005768,C0030252,,16%,0.16,0.16,PT,C0030252,Palpitations,FALSE,4.1
CID100001065,CID000005768,C0030252,,7%,0.07,0.07,PT,C0030252,Palpitations,FALSE,4.1
CID100001065,CID000005768,C0015230,,11%,0.11,0.11,PT,C0015230,Rash,FALSE,4.1
CID100001065,CID000005768,C0015230,,5%,0.05,0.05,PT,C0015230,Rash,FALSE,4.1
CID100001065,CID000005768,C0027769,,2%,0.02,0.02,PT,C0233494,Tension,FALSE,4.1
CID100001065,CID000005768,C0027769,,5%,0.05,0.05,PT,C0233494,Tension,FALSE,4.1
CID100001065,CID000005768,C0040822,,2%,0.02,0.02,PT,C0040822,Tremor,FALSE,4.1
CID100001065,CID000005768,C0040822,,6%,0.06,0.06,PT,C0040822,Tremor,FALSE,4.1
CID100001065,CID000005768,C0042963,,3%,0.03,0.03,PT,C0042963,Vomiting,FALSE,4.1
CID100001125,CID000001125,C0000737,,5.41%,0.0540541,0.0540541,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001125,CID000001125,C0000737,placebo,8.47%,0.0847458,0.0847458,PT,C0000737,Abdominal pain,TRUE,4.1
CID100001125,CID000044257,C0000737,,postmarketing,0,0.001,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001125,CID000044257,C0424295,,postmarketing,0,0.001,PT,C0085631,Agitation,FALSE,4.1
CID100001125,CID000044257,C0002792,,postmarketing,0,0.001,PT,C0002792,Anaphylactic shock,FALSE,4.1
CID100001125,CID000001125,C0015967,,6.76%,0.0675676,0.0675676,PT,C0015967,Body temperature increased,FALSE,4.1
CID100001125,CID000001125,C0015967,placebo,6.78%,0.0677966,0.0677966,PT,C0015967,Body temperature increased,TRUE,4.1
CID100001125,CID000001125,C0009938,,5.41%,0.0540541,0.0540541,PT,C0009938,Contusion,FALSE,4.1
CID100001125,CID000001125,C0009938,placebo,1.69%,0.0169492,0.0169492,PT,C0009938,Contusion,TRUE,4.1
CID100001125,CID000001125,C0036572,,postmarketing,0,0.001,PT,C0036572,Convulsion,FALSE,4.1
CID100001125,CID000001125,C0010200,,6.76%,0.0675676,0.0675676,PT,C0010200,Cough,FALSE,4.1
CID100001125,CID000001125,C0010200,placebo,5.08%,0.0508475,0.0508475,PT,C0010200,Cough,TRUE,4.1
CID100001125,CID000044257,C0010200,,6.76%,0.0675676,0.0675676,PT,C0010200,Cough,FALSE,4.1
CID100001125,CID000044257,C0010200,placebo,5.08%,0.0508475,0.0508475,PT,C0010200,Cough,TRUE,4.1
CID100001125,CID000001125,C0015230,,5.41%,0.0540541,0.0540541,PT,C0011603,Dermatitis,FALSE,4.1
CID100001125,CID000001125,C0015230,,postmarketing,0,0.001,PT,C0011603,Dermatitis,FALSE,4.1
CID100001125,CID000001125,C0015230,placebo,6.78%,0.0677966,0.0677966,PT,C0011603,Dermatitis,TRUE,4.1
CID100001125,CID000044257,C0015230,,postmarketing,0,0.001,PT,C0011603,Dermatitis,FALSE,4.1
CID100001125,CID000001125,C0011991,,8.11%,0.0810811,0.0810811,PT,C0011991,Diarrhoea,FALSE,4.1
CID100001125,CID000001125,C0011991,placebo,5.08%,0.0508475,0.0508475,PT,C0011991,Diarrhoea,TRUE,4.1
CID100001125,CID000044257,C0011991,,8.11%,0.0810811,0.0810811,PT,C0011991,Diarrhoea,FALSE,4.1
CID100001125,CID000044257,C0011991,placebo,5.08%,0.0508475,0.0508475,PT,C0011991,Diarrhoea,TRUE,4.1
CID100001125,CID000044257,C0013395,,postmarketing,0,0.001,PT,C0013395,Dyspepsia,FALSE,4.1
CID100001125,CID000044257,C0017152,,postmarketing,0,0.001,PT,C0017152,Gastritis,FALSE,4.1
CID100001125,CID000001125,C0017178,,8.11%,0.0810811,0.0810811,PT,C0017178,Gastrointestinal disorder,FALSE,4.1
CID100001125,CID000001125,C0017178,placebo,5.08%,0.0508475,0.0508475,PT,C0017178,Gastrointestinal disorder,TRUE,4.1
CID100001125,CID000001125,C0000737,,5.41%,0.0540541,0.0540541,PT,C0687713,Gastrointestinal pain,FALSE,4.1
CID100001125,CID000001125,C0000737,placebo,8.47%,0.0847458,0.0847458,PT,C0687713,Gastrointestinal pain,TRUE,4.1
CID100001125,CID000044257,C0000737,,postmarketing,0,0.001,PT,C0687713,Gastrointestinal pain,FALSE,4.1
CID100001125,CID000001125,C0018681,,14.9%,0.148649,0.148649,PT,C0018681,Headache,FALSE,4.1
CID100001125,CID000001125,C0018681,placebo,13.6%,0.135593,0.135593,PT,C0018681,Headache,TRUE,4.1
CID100001125,CID000044257,C0018681,,14.9%,0.148649,0.148649,PT,C0018681,Headache,FALSE,4.1
CID100001125,CID000044257,C0018681,placebo,13.6%,0.135593,0.135593,PT,C0018681,Headache,TRUE,4.1
CID100001125,CID000044257,C0424295,,postmarketing,0,0.001,PT,C0424295,Hyperkinesia,FALSE,4.1
CID100001125,CID000001125,C0020517,,postmarketing,0,0.001,PT,C0020517,Hypersensitivity,FALSE,4.1
CID100001125,CID000044257,C0020517,,postmarketing,0,0.001,PT,C0020517,Hypersensitivity,FALSE,4.1
CID100001125,CID000001125,C0009450,,12.2%,0.121622,0.121622,PT,C0009450,Infection,FALSE,4.1
CID100001125,CID000001125,C0009450,placebo,23.7%,0.237288,0.237288,PT,C0009450,Infection,TRUE,4.1
CID100001125,CID000001125,C0851341,,12.2%,0.121622,0.121622,PT,C1384353,Infestation,FALSE,4.1
CID100001125,CID000001125,C0851341,placebo,23.7%,0.237288,0.237288,PT,C1384353,Infestation,TRUE,4.1
CID100001125,CID000001125,C0858635,,9.46%,0.0945946,0.0945946,PT,C0549373,Laryngeal pain,FALSE,4.1
CID100001125,CID000001125,C0858635,placebo,1.69%,0.0169492,0.0169492,PT,C0549373,Laryngeal pain,TRUE,4.1
CID100001125,CID000044257,C0858635,,9.46%,0.0945946,0.0945946,PT,C0549373,Laryngeal pain,FALSE,4.1
CID100001125,CID000044257,C0858635,placebo,1.69%,0.0169492,0.0169492,PT,C0549373,Laryngeal pain,TRUE,4.1
CID100001125,CID000001125,C0027424,,4.05%,0.0405405,0.0405405,PT,C0027424,Nasal congestion,FALSE,4.1
CID100001125,CID000001125,C0027424,placebo,0%,0,0,PT,C0027424,Nasal congestion,TRUE,4.1
CID100001125,CID000044257,C0027424,,4.05%,0.0405405,0.0405405,PT,C0027424,Nasal congestion,FALSE,4.1
CID100001125,CID000044257,C0027424,placebo,0%,0,0,PT,C0027424,Nasal congestion,TRUE,4.1
CID100001125,CID000001125,C1260880,,10.8%,0.108108,0.108108,PT,C0027441,Nasopharyngitis,FALSE,4.1
CID100001125,CID000001125,C1260880,placebo,0%,0,0,PT,C0027441,Nasopharyngitis,TRUE,4.1
CID100001125,CID000044257,C1260880,,10.8%,0.108108,0.108108,PT,C0027441,Nasopharyngitis,FALSE,4.1
CID100001125,CID000044257,C1260880,placebo,0%,0,0,PT,C0027441,Nasopharyngitis,TRUE,4.1
CID100001125,CID000044257,C0027497,,postmarketing,0,0.001,PT,C0027497,Nausea,FALSE,4.1
CID100001125,CID000001125,C0027765,,14.9%,0.148649,0.148649,PT,C0027765,Nervous system disorder,FALSE,4.1
CID100001125,CID000001125,C0027765,placebo,13.6%,0.135593,0.135593,PT,C0027765,Nervous system disorder,TRUE,4.1
CID100001125,CID000044257,C0221727,,postmarketing,0,0.001,PT,C0221727,Oesophageal pain,FALSE,4.1
CID100001125,CID000044257,C2363731,,postmarketing,0,0.001,PT,C2363731,Oropharyngeal pain,FALSE,4.1
CID100001125,CID000044257,C0031350,,postmarketing,0,0.001,PT,C0031350,Pharyngitis,FALSE,4.1
CID100001125,CID000001125,C0015230,,5.41%,0.0540541,0.0540541,PT,C0015230,Rash,FALSE,4.1
CID100001125,CID000001125,C0015230,,postmarketing,0,0.001,PT,C0015230,Rash,FALSE,4.1
CID100001125,CID000001125,C0015230,placebo,6.78%,0.0677966,0.0677966,PT,C0015230,Rash,TRUE,4.1
CID100001125,CID000044257,C0015230,,postmarketing,0,0.001,PT,C0015230,Rash,FALSE,4.1
CID100001125,CID000001125,C1260880,,10.8%,0.108108,0.108108,PT,C1260880,Rhinorrhoea,FALSE,4.1
CID100001125,CID000001125,C1260880,placebo,0%,0,0,PT,C1260880,Rhinorrhoea,TRUE,4.1
CID100001125,CID000044257,C1260880,,10.8%,0.108108,0.108108,PT,C1260880,Rhinorrhoea,FALSE,4.1
CID100001125,CID000044257,C1260880,placebo,0%,0,0,PT,C1260880,Rhinorrhoea,TRUE,4.1
CID100001125,CID000001125,C0178298,,5.41%,0.0540541,0.0540541,PT,C0037274,Skin disorder,FALSE,4.1
CID100001125,CID000001125,C0178298,placebo,6.78%,0.0677966,0.0677966,PT,C0037274,Skin disorder,TRUE,4.1
CID100001125,CID000001125,C0751436,,postmarketing,0,0.001,PT,C0751436,Tetrahydrobiopterin deficiency,FALSE,4.1
CID100001125,CID000001125,C0041912,,12.2%,0.121622,0.121622,PT,C0041912,Upper respiratory tract infection,FALSE,4.1
CID100001125,CID000001125,C0041912,placebo,23.7%,0.237288,0.237288,PT,C0041912,Upper respiratory tract infection,TRUE,4.1
CID100001125,CID000001125,C0042963,,8.11%,0.0810811,0.0810811,PT,C0042963,Vomiting,FALSE,4.1
CID100001125,CID000001125,C0042963,placebo,6.78%,0.0677966,0.0677966,PT,C0042963,Vomiting,TRUE,4.1
CID100001125,CID000044257,C0042963,,8.11%,0.0810811,0.0810811,PT,C0042963,Vomiting,FALSE,4.1
CID100001125,CID000044257,C0042963,,postmarketing,0,0.001,PT,C0042963,Vomiting,FALSE,4.1
CID100001125,CID000044257,C0042963,placebo,6.78%,0.0677966,0.0677966,PT,C0042963,Vomiting,TRUE,4.1
CID100001134,CID000159269,C0000731,,2.23%,0.0223005,0.0223005,PT,C0000731,Abdominal distension,FALSE,4.1
CID100001134,CID000159269,C0000731,,2.6%,0.025974,0.025974,PT,C0000731,Abdominal distension,FALSE,4.1
CID100001134,CID000159269,C0000737,,0.1%,0.001,0.001,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001134,CID000159269,C0000737,,1%,0,0.01,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001134,CID000159269,C0000737,,1%,0.01,0.01,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001134,CID000159269,C0000737,,12%,0.12,0.12,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001134,CID000159269,C0000737,,13%,0.13,0.13,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001134,CID000159269,C0000737,,3.42%,0.0342385,0.0342385,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001134,CID000159269,C0000737,,3.64%,0.036385,0.036385,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001134,CID000159269,C0000737,,5.79%,0.0578512,0.0578512,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001134,CID000159269,C0000737,,6.1%,0.0610329,0.0610329,PT,C0000737,Abdominal pain,FALSE,4.1
CID100001134,CID000159269,C0235299,,4%,0.04,0.04,PT,C0232492,Abdominal pain upper,FALSE,4.1
CID100001134,CID000159269,C0151905,,3%,0.03,0.03,PT,C0151905,Alanine aminotransferase increased,FALSE,4.1
CID100001134,CID000159269,C0151905,,3.19%,0.0318772,0.0318772,PT,C0151905,Alanine aminotransferase increased,FALSE,4.1
CID100001134,CID000159269,C0151905,,3.64%,0.036385,0.036385,PT,C0151905,Alanine aminotransferase increased,FALSE,4.1
CID100001134,CID000159269,C0003862,,1%,0,0.01,PT,C0003862,Arthralgia,FALSE,4.1
CID100001134,CID000159269,C0003862,,1%,0.01,0.01,PT,C0003862,Arthralgia,FALSE,4.1
CID100001134,CID000159269,C0003862,,4%,0.04,0.04,PT,C0003862,Arthralgia,FALSE,4.1
CID100001134,CID000159269,C0003862,,4.37%,0.0436836,0.0436836,PT,C0003862,Arthralgia,FALSE,4.1
CID100001134,CID000159269,C0003862,,4.46%,0.0446009,0.0446009,PT,C0003862,Arthralgia,FALSE,4.1
CID100001134,CID000159269,C0015672,,1%,0.01,0.01,PT,C0004093,Asthenia,FALSE,4.1
CID100001134,CID000159269,C0015672,,10%,0.1,0.1,PT,C0004093,Asthenia,FALSE,4.1
CID100001134,CID000159269,C0015672,,11.2%,0.111502,0.111502,PT,C0004093,Asthenia,FALSE,4.1
CID100001134,CID000159269,C0015672,,12.5%,0.125148,0.125148,PT,C0004093,Asthenia,FALSE,4.1
CID100001134,CID000159269,C0015672,,4.4%,0.044,0.044,PT,C0004093,Asthenia,FALSE,4.1
CID100001134,CID000159269,C0015672,,9%,0.09,0.09,PT,C0004093,Asthenia,FALSE,4.1
CID100001134,CID000159269,C0004604,,3.76%,0.0375587,0.0375587,PT,C0004604,Back pain,FALSE,4.1
