drug_id,drug_name,drug_type,max_stage,n_interactome_targets_hit,targets_hit,moa,moa_n_targets,hits_first_shell,hits_eef1a_seed
CHEMBL483465,ELRAGLUSIB,Small molecule,PHASE_2,1,GSK3B,Glycogen synthase kinase-3 beta inhibitor,1,True,False
CHEMBL4802239,MOBOCERTINIB SUCCINATE,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False
CHEMBL4802154,TILPISERTIB,Small molecule,PHASE_2,1,MAP3K8,Mitogen-activated protein kinase kinase kinase 8 inhibitor,1,True,False
CHEMBL4761468,AUMOLERTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False
CHEMBL46740,BAZEDOXIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,True,False
CHEMBL467399,BIIB021,Small molecule,PHASE_2,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,True,False
CHEMBL4650516,FINOTONLIMAB,Antibody,PHASE_3,1,PDCD1,Programmed cell death protein 1 inhibitor,1,True,False
CHEMBL4650482,PIMIVALIMAB,Antibody,PHASE_2,1,PDCD1,Programmed cell death protein 1 inhibitor,1,True,False
CHEMBL4650472,PUCOTENLIMAB,Antibody,PHASE_3,1,PDCD1,Programmed cell death protein 1 inhibitor,1,True,False
CHEMBL4650402,POSDINEMAB,Antibody,PHASE_2,1,MAPT,Microtubule-associated protein tau inhibitor,1,True,False
CHEMBL4650365,CAMIZESTRANT,Small molecule,PREAPPROVAL,1,ESR1,Estrogen receptor alpha degrader,1,True,False
CHEMBL4650319,MOBOCERTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False
CHEMBL4650316,GIREDESTRANT,Small molecule,PHASE_3,1,ESR1,Estrogen receptor alpha degrader,1,True,False
CHEMBL4650290,GC1118,Unknown,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False
CHEMBL3545274,MK-6913,Small molecule,PHASE_2,1,ESR1,Estrogen receptor agonist,2,True,False
CHEMBL3545157,TIDEGLUSIB,Small molecule,PHASE_2_3,1,GSK3B,Glycogen synthase kinase-3 beta inhibitor,1,True,False
CHEMBL3545216,FX-005,Unknown,PHASE_2_3,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL1201550,DENILEUKIN DIFTITOX,Protein,APPROVAL,1,EEF2,Elongation factor 2 inhibitor; Interleukin-2 receptor binding agent,4,True,False
CHEMBL1230314,ESTETROL ANHYDROUS,Small molecule,UNKNOWN,1,ESR1,Estrogen receptor agonist,2,True,False
CHEMBL1230122,R-1487,Small molecule,PHASE_1,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL1230065,BMS-582949,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL1214827,ONALESPIB,Small molecule,PHASE_2,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,True,False
CHEMBL1201827,PANITUMUMAB,Antibody,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False
CHEMBL1201754,RUFINAMIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1201729,DRONEDARONE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Inward rectifier potassium channel 2 blocker; Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 blocker; Sodium channel alpha subunit blocker; Voltage-gated L-type calcium channel blocker,16,True,False
CHEMBL1201649,"ESTROGENS, CONJUGATED",Unknown,APPROVAL,1,ESR1,Estrogen receptor agonist,2,True,False
CHEMBL1201607,NATALIZUMAB,Antibody,APPROVAL,1,ITGA4,Integrin alpha-4/beta-1 inhibitor; Integrin alpha-4/beta-7 inhibitor,3,True,False
CHEMBL1201577,CETUXIMAB,Antibody,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False
CHEMBL1201505,"FIBRINOLYSIN, HUMAN",Unknown,APPROVAL,1,FGB,Fibrinogen inhibitor,3,True,False
CHEMBL1762,TOCAINIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1201477,POLYESTRADIOL PHOSPHATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,True,False
CHEMBL1201468,"ESTROGENS, ESTERIFIED",Unknown,APPROVAL,1,ESR1,Estrogen receptor agonist,2,True,False
CHEMBL1201467,"SYNTHETIC CONJUGATED ESTROGENS, B",Unknown,APPROVAL,1,ESR1,Estrogen receptor agonist,2,True,False
CHEMBL1201466,"ESTROGENS, CONJUGATED SYNTHETIC A",Unknown,APPROVAL,1,ESR1,Estrogen receptor agonist,2,True,False
CHEMBL1201336,FOSPHENYTOIN,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1201335,GLYCOPYRRONIUM,Small molecule,APPROVAL,1,CHRM4,Muscarinic acetylcholine receptor M1 antagonist; Muscarinic acetylcholine receptor M3 antagonist; Muscarinic acetylcholine receptor inhibitor,5,True,False
CHEMBL1201242,INDECAINIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1201217,DYCLONINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1201179,LAPATINIB DITOSYLATE,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,True,False
CHEMBL1201165,QUINESTROL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor agonist,2,True,False
CHEMBL1230607,PHA-793887,Small molecule,PHASE_1,1,CDK2,Cyclin-dependent kinase inhibitor,20,True,False
CHEMBL1231160,PEVONEDISTAT,Small molecule,PHASE_3,1,NAE1,NEDD8 activating enzyme inhibitor,2,True,False
CHEMBL1237023,DENOSUMAB,Antibody,APPROVAL,1,TNFSF11,Tumor necrosis factor ligand superfamily member 11 inhibitor,1,True,False
CHEMBL1242,PHENAZOPYRIDINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1743087,VEDOLIZUMAB,Antibody,APPROVAL,1,ITGA4,Integrin alpha-4/beta-7 inhibitor,2,True,False
CHEMBL1743052,OPORTUZUMAB MONATOX,Antibody drug conjugate,APPROVAL,1,EEF2,Elongation factor 2 inhibitor; Epithelial cell adhesion molecule binding agent,2,True,False
CHEMBL1743047,NECITUMUMAB,Antibody,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False
CHEMBL1743043,MOXETUMOMAB PASUDOTOX,Antibody drug conjugate,APPROVAL,1,EEF2,CD22 binding agent; Elongation factor 2 inhibitor,2,True,False
CHEMBL1655,TOREMIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,True,False
CHEMBL1645462,AC-480,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,True,False
CHEMBL1637,GEMCITABINE HYDROCHLORIDE,Small molecule,APPROVAL,1,POLE2,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,14,True,False
CHEMBL1614725,TAK-285,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,True,False
CHEMBL1614702,SCIO-323,Small molecule,PRECLINICAL,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL1611,PHENYTOIN SODIUM,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL16,PHENYTOIN,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1511,ESTRADIOL VALERATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,True,False
CHEMBL14762,SELICICLIB,Small molecule,PHASE_2,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 5 inhibitor; Cyclin-dependent kinase 7 inhibitor; Cyclin-dependent kinase 9 inhibitor,5,True,False
CHEMBL141305,CYCLOFENIL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,True,False
CHEMBL1405,ESTRONE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,True,False
CHEMBL1358,FULVESTRANT,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha antagonist; Estrogen receptor degrader,1,True,False
CHEMBL135,ESTRADIOL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,True,False
CHEMBL1336,SORAFENIB,Small molecule,APPROVAL,1,RAF1,Platelet-derived growth factor receptor beta inhibitor; Serine/threonine-protein kinase B-raf inhibitor; Serine/threonine-protein kinase RAF inhibitor; Stem cell growth factor receptor inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor; Tyrosine-protein kinase receptor RET inhibitor; Vascular endothelial growth factor receptor inhibitor,9,True,False
CHEMBL1294,QUINIDINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1257015,PICOTAMIDE,Small molecule,APPROVAL,1,TBXAS1,Thromboxane A2 receptor inhibitor; Thromboxane-A synthase inhibitor,2,True,False
CHEMBL1255654,TETRACAINE HYDROCHLORIDE,Small molecule,PHASE_3,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1201151,MESTRANOL,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,True,False
CHEMBL1201063,PROPAFENONE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Beta-1 adrenergic receptor antagonist; Beta-2 adrenergic receptor antagonist; Sodium channel alpha subunit blocker,12,True,False
CHEMBL1201023,ORPHENADRINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Glutamate [NMDA] receptor antagonist; Histamine H1 receptor antagonist; Norepinephrine transporter inhibitor; Sodium channel alpha subunit blocker,19,True,False
CHEMBL1195,PROPOXYCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL119385,NEFLAMAPIMOD,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL1184904,RETASPIMYCIN,Small molecule,PHASE_2,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,True,False
CHEMBL1179047,CHLOROPROCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1173655,AFATINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,True,False
CHEMBL11662,OZAGREL,Small molecule,APPROVAL,1,TBXAS1,Thromboxane-A synthase inhibitor,1,True,False
CHEMBL1097999,E-6201,Small molecule,PHASE_2,1,MAP3K1,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor; Mitogen-activated protein kinase kinase kinase 1 inhibitor,2,True,False
CHEMBL1096882,FLUDARABINE PHOSPHATE,Small molecule,APPROVAL,1,POLE2,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,14,True,False
CHEMBL1095,ETHOTOIN,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL109480,TANESPIMYCIN,Small molecule,PHASE_3,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,True,False
CHEMBL1093,ARTICAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1090090,VX-702,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL1090089,PAMAPIMOD,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL1088752,LOSMAPIMOD,Small molecule,PHASE_3,1,MAPK14,MAP kinase p38 alpha inhibitor; MAP kinase p38 beta inhibitor,2,True,False
CHEMBL1088751,PH-797804,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL1088750,ARRY-797,Small molecule,PHASE_3,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL1087,MEPIVACAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL108,CARBAMAZEPINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False
CHEMBL1077896,ROPIVACAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1075,MORICIZINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1068,OXCARBAZEPINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1194,PRILOCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1195136,SNX 5422,Small molecule,PHASE_2,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,True,False
CHEMBL1201020,DISOPYRAMIDE PHOSPHATE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1196,PROPARACAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1200980,ESTROPIPATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,True,False
CHEMBL1200973,ESTRADIOL CYPIONATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,True,False
CHEMBL1200841,PROCAINE HYDROCHLORIDE,Small molecule,PHASE_3,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1200826,LITHIUM CARBONATE,Small molecule,APPROVAL,1,GSK3B,Glycogen synthase kinase-3 inhibitor; Inositol-1(or 4)-monophosphatase 1 inhibitor,3,True,False
CHEMBL1200819,ARTICAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1200675,TOREMIFENE CITRATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,True,False
CHEMBL1200654,BENOXINATE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1200606,MEXILETINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1200598,DIETHYLSTILBESTROL DIPHOSPHATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor agonist,2,True,False
CHEMBL1200586,PRILOCAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1200485,SORAFENIB TOSYLATE,Small molecule,APPROVAL,1,RAF1,Platelet-derived growth factor receptor beta inhibitor; Serine/threonine-protein kinase B-raf inhibitor; Serine/threonine-protein kinase RAF inhibitor; Stem cell growth factor receptor inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor; Tyrosine-protein kinase receptor RET inhibitor; Vascular endothelial growth factor receptor inhibitor,9,True,False
CHEMBL1200478,DYCLONINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1200464,PROPARACAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1200440,MEPIVACAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1200437,QUINIDINE GLUCONATE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1200430,ESTRADIOL ACETATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha agonist,1,True,False
CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1200395,ORPHENADRINE CITRATE,Small molecule,APPROVAL,1,SCN1A,Glutamate [NMDA] receptor antagonist; Histamine H1 receptor antagonist; Norepinephrine transporter inhibitor; Sodium channel alpha subunit blocker,19,True,False
CHEMBL1200334,MORICIZINE HYDROCHLORIDE,Small molecule,PHASE_2,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1200,BENOXINATE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1197,HEXYLCAINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL1750,CLOFARABINE,Small molecule,APPROVAL,1,POLE2,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,14,True,False
CHEMBL180022,NERATINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,True,False
CHEMBL3545210,TAS-108,Small molecule,PHASE_2,1,ESR1,Estrogen receptor alpha antagonist,1,True,False
CHEMBL2403108,CERITINIB,Small molecule,APPROVAL,1,NPM1,ALK tyrosine kinase receptor inhibitor; EML4-ALK inhibitor; NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor,3,True,False
CHEMBL3137343,PEMBROLIZUMAB,Antibody,APPROVAL,1,PDCD1,Programmed cell death protein 1 inhibitor,1,True,False
CHEMBL3137301,SACUBITRIL,Small molecule,APPROVAL,1,MME,Neprilysin inhibitor,1,True,False
CHEMBL3125702,NAVTEMADLIN,Small molecule,PHASE_3,1,MDM2,Tumour suppressor p53/oncoprotein Mdm2 inhibitor,2,True,False
CHEMBL3109738,JNJ-26483327,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor; Tyrosine-protein kinase FYN inhibitor; Tyrosine-protein kinase LCK inhibitor; Tyrosine-protein kinase Lyn inhibitor; Tyrosine-protein kinase SRC inhibitor; Tyrosine-protein kinase YES inhibitor; Vascular endothelial growth factor receptor 3 inhibitor,9,True,False
CHEMBL296468,BMS-387032,Small molecule,PHASE_1,1,CDK2,Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 7 inhibitor; Cyclin-dependent kinase 9 inhibitor,3,True,False
CHEMBL281398,TERBOGREL,Small molecule,PHASE_2,1,TBXAS1,Thromboxane A2 receptor antagonist; Thromboxane-A synthase inhibitor,2,True,False
CHEMBL258940,FALNIDAMOL,Small molecule,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False
CHEMBL252164,LUMINESPIB,Small molecule,PHASE_2,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,True,False
CHEMBL24828,VANDETANIB,Small molecule,APPROVAL,1,EGFR,Ephrin receptor inhibitor; Epidermal growth factor receptor inhibitor; Tyrosine-protein kinase BRK inhibitor; Tyrosine-protein kinase SRC inhibitor; Tyrosine-protein kinase TIE-2 inhibitor; Tyrosine-protein kinase receptor RET inhibitor; Vascular endothelial growth factor receptor inhibitor,24,True,False
CHEMBL2408045,SAPITINIB,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor tyrosine-protein kinase erbB-3 inhibitor,3,True,False
CHEMBL2402737,IDASANUTLIN,Small molecule,PHASE_3,1,MDM2,Tumour suppressor p53/oncoprotein Mdm2 inhibitor,2,True,False
CHEMBL184412,DRONEDARONE,Small molecule,APPROVAL,1,SCN1A,Inward rectifier potassium channel 2 blocker; Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 blocker; Sodium channel alpha subunit blocker; Voltage-gated L-type calcium channel blocker,16,True,False
CHEMBL2365940,DAROTROPIUM,Small molecule,PHASE_2,1,CHRM4,Muscarinic acetylcholine receptor antagonist,5,True,False
CHEMBL2364626,RALIMETINIB,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL2355051,CLOMIPHENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha modulator,1,True,False
CHEMBL2336050,XANOMELINE TARTRATE,Small molecule,PHASE_3,1,CHRM4,Muscarinic acetylcholine receptor M1 agonist; Muscarinic acetylcholine receptor M4 agonist,2,True,False
CHEMBL2308782,DAROTROPIUM BROMIDE,Small molecule,PHASE_2,1,CHRM4,Muscarinic acetylcholine receptor antagonist,5,True,False
CHEMBL226267,ARZOXIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,True,False
CHEMBL220492,TOPIRAMATE,Small molecule,APPROVAL,1,SCN1A,Carbonic anhydrase II inhibitor; Carbonic anhydrase IV inhibitor; GABA-A receptor; anion channel positive modulator; Glutamate receptor ionotropic AMPA antagonist; Glutamate receptor ionotropic kainate antagonist; Sodium channel alpha subunit blocker,37,True,False
CHEMBL21536,XANOMELINE,Small molecule,APPROVAL,1,CHRM4,Muscarinic acetylcholine receptor M1 agonist; Muscarinic acetylcholine receptor M4 agonist,2,True,False
CHEMBL2110732,DACOMITINIB ANHYDROUS,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,True,False
CHEMBL2109503,LMB-9,Unknown,PHASE_1,1,EEF2,Elongation factor 2 inhibitor,1,True,False
CHEMBL3137345,DULIGOTUZUMAB,Antibody,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor tyrosine-protein kinase erbB-3 inhibitor,2,True,False
CHEMBL3137351,ABRILUMAB,Antibody,PHASE_2,1,ITGA4,Integrin alpha-4/beta-7 inhibitor,2,True,False
CHEMBL315838,ENCAINIDE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL315985,ESLICARBAZEPINE,Small molecule,APPROVAL,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL3545209,NKTR-171,Unknown,IND,1,SCN1A,Sodium channel alpha subunit blocker,10,True,False
CHEMBL3545201,TA-5493,Unknown,PHASE_1,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL3545200,S-222611,Unknown,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,True,False
CHEMBL3545165,AFACIFENACIN,Small molecule,PHASE_2,1,CHRM4,Muscarinic acetylcholine receptor antagonist; Sodium channel protein type X alpha subunit blocker; Sodium channel protein type XI alpha subunit blocker,7,True,False
CHEMBL103667,DORAMAPIMOD,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL3545154,POZIOTINIB,Small molecule,PHASE_3,1,EGFR,Epidermal growth factor receptor inhibitor,4,True,False
CHEMBL3545117,AVE-9940,Unknown,PHASE_1,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL3545083,RGB-286638,Small molecule,PHASE_1,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 4 inhibitor; Cyclin-dependent kinase 5 inhibitor; Cyclin-dependent kinase 7 inhibitor; Cyclin-dependent kinase 9 inhibitor,6,True,False
CHEMBL3545063,OSIMERTINIB MESYLATE,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False
CHEMBL3545027,XL-281,Small molecule,PHASE_1_2,1,RAF1,Serine/threonine-protein kinase B-raf inhibitor; Serine/threonine-protein kinase RAF inhibitor,2,True,False
CHEMBL3545017,GTX-758,Small molecule,PHASE_2,1,ESR1,Estrogen receptor alpha agonist,1,True,False
CHEMBL3544998,LY-3007113,Unknown,PHASE_1,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL3544983,TESEVATINIB,Small molecule,PHASE_3,1,EGFR,Ephrin type-B receptor 4 inhibitor; Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,3,True,False
CHEMBL3402567,ITX-5061,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL3353410,OSIMERTINIB,Small molecule,APPROVAL,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False
CHEMBL3348923,TOVORAFENIB,Small molecule,APPROVAL,1,RAF1,RAF serine/threonine protein kinase inhibitor,3,True,False
CHEMBL3301572,NUSINERSEN,Oligonucleotide,APPROVAL,1,SMN2,SMN2 pre-mRNA positive modulator,1,True,False
CHEMBL328190,LASOFOXIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,True,False
CHEMBL31965,CANERTINIB,Small molecule,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,3,True,False
CHEMBL3187812,ILEPATRIL,Small molecule,PHASE_2_3,1,MME,Angiotensin-converting enzyme inhibitor; Neprilysin inhibitor,2,True,False
CHEMBL3185958,CLOMIPHENE CITRATE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor alpha modulator,1,True,False
CHEMBL2109391,MDX-447,Unknown,PHASE_1,1,EGFR,Epidermal growth factor receptor erbB1 cross-linking agent; High affinity immunoglobulin gamma Fc receptor I cross-linking agent,2,True,False
CHEMBL2109390,MAB-425,Unknown,UNKNOWN,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor,1,True,False
CHEMBL2109389,IMGATUZUMAB,Antibody,PHASE_2,1,EGFR,Epidermal growth factor receptor erbB1 antagonist; Epidermal growth factor receptor erbB1 inhibitor; Low affinity immunoglobulin gamma Fc region receptor III-A cross-linking agent,2,True,False
CHEMBL2105395,OSPEMIFENE,Small molecule,APPROVAL,1,ESR1,Estrogen receptor modulator,2,True,False
CHEMBL2103879,GANETESPIB,Small molecule,PHASE_3,1,HSP90AB1,Heat shock protein HSP90 inhibitor,2,True,False
CHEMBL2103842,VARLITINIB,Small molecule,PHASE_2_3,1,EGFR,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,2,True,False
CHEMBL2103840,DINACICLIB,Small molecule,PHASE_3,1,CDK2,Cyclin-dependent kinase 1 inhibitor; Cyclin-dependent kinase 2 inhibitor; Cyclin-dependent kinase 5 inhibitor; Cyclin-dependent kinase 9 inhibitor,4,True,False
CHEMBL2103838,DILMAPIMOD,Small molecule,PHASE_2,1,MAPK14,MAP kinase p38 alpha inhibitor,1,True,False
CHEMBL2103837,TAFAMIDIS,Small molecule,APPROVAL,1,TTR,Transthyretin stabiliser,1,True,False
CHEMBL2103772,RACECADOTRIL,Small molecule,APPROVAL,1,MME,Neprilysin inhibitor,1,True,False
